% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_2400keV_Apiezon_f37_FINAL.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 22 2024, 13:54
% Table:              Table 6 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
0                        4.9999999999999996E-6    0                        7.815970093361102E-14    -6.359357485052897E-13
5                        4.9999999999999996E-6    0                        1.187151011486165        0.05483876115424735
10                       4.9999999999999996E-6    0                        2.3727280412290845       0.10987842933362657
15                       4.9999999999999996E-6    0                        3.557176452451113        0.1650221035137207
20                       4.9999999999999996E-6    0                        4.737936986488737        0.22027035806754824
25                       4.9999999999999996E-6    0                        5.915444260465218        0.2756569772422033
30                       4.9999999999999996E-6    0                        7.0918131325216685       0.3311800605906825
35                       4.9999999999999996E-6    0                        8.267628249173995        0.3868086300061506
40                       4.9999999999999996E-6    0                        9.438375719685212        0.44254029547843743
45                       4.9999999999999996E-6    0                        10.608697601020602       0.4984039938622473
50                       4.9999999999999996E-6    0                        11.779269074151959       0.5543673624725045
55                       4.9999999999999996E-6    0                        12.952180800305221       0.6104448689953124
60                       4.9999999999999996E-6    0                        14.119674835261733       0.6666037640158713
65                       4.9999999999999996E-6    0                        15.28696778467961        0.7228566050216401
70                       4.9999999999999996E-6    0                        16.45333102499101        0.7791911647074414
75                       4.9999999999999996E-6    0                        17.61754460283901        0.8356100612159061
80                       4.9999999999999996E-6    0                        18.780038272792112       0.8921210655729261
85                       4.9999999999999996E-6    0                        19.9425301861883         0.9487274516065547
90                       4.9999999999999996E-6    0                        21.104921975978705       1.0054181082196187
