% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f37_1.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 16:08
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
43                       1.1E-5                   -5.0E-4                  7.162348402335233        0.861863079585742
44                       1.1E-5                   -5.0E-4                  7.32816641116381         0.8820147911091283
45                       1.1E-5                   -5.0E-4                  7.493977911969399        0.9021703289552896
46                       1.1E-5                   -5.0E-4                  7.6597819800668745       0.9223299248933188
47                       1.1E-5                   -5.0E-4                  7.825577859575489        0.9424936444571443
48                       1.1E-5                   -5.0E-4                  7.991328641732572        0.9626614244548364
49                       1.1E-5                   -5.0E-4                  8.156921713032268        0.982832849774141
50                       1.1E-5                   -5.0E-4                  8.322414541085223        1.003009334667837
51                       1.1E-5                   -5.0E-4                  8.487814902518522        1.023191252784489
52                       1.1E-5                   -5.0E-4                  8.653124849780788        1.0433791117530369
