% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f37_1.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 16:08
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
43                       1.3E-5                   5.0E-4                   7.999886852868414        0.8100465828602879
44                       1.3E-5                   5.0E-4                   8.184917900605363        0.8290035170583181
45                       1.3E-5                   5.0E-4                   8.369826745486378        0.8479650612114291
46                       1.3E-5                   5.0E-4                   8.55462077190203         0.8669315998951284
47                       1.3E-5                   5.0E-4                   8.73930047600301         0.8859036359428636
48                       1.3E-5                   5.0E-4                   8.923668694796           0.9048800252479765
49                       1.3E-5                   5.0E-4                   9.108081547922165        0.9238640833747809
50                       1.3E-5                   5.0E-4                   9.292391163470889        0.9428551724539957
51                       1.3E-5                   5.0E-4                   9.478282371104452        0.9618423179632458
52                       1.3E-5                   5.0E-4                   9.662617849459547        0.9808487817850136
