% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f29-1.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 13:45
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
27                       1.8999999999999998E-5    5.0E-4                   10.205806652394621       1.5102101381966158
27.5                     1.8999999999999998E-5    5.0E-4                   10.393445859909605       1.5384131844694338
28                       1.8999999999999998E-5    5.0E-4                   10.58110111172105        1.5666246649359827
28.5                     1.8999999999999998E-5    5.0E-4                   10.768769820547579       1.5948434398397495
29                       1.8999999999999998E-5    5.0E-4                   10.956449609512372       1.6230697543257904
29.5                     1.8999999999999998E-5    5.0E-4                   11.144138327346404       1.6513040428869417
30                       1.8999999999999998E-5    5.0E-4                   11.33183558215708        1.6795450991303014
30.5                     1.8999999999999998E-5    5.0E-4                   11.519501502090598       1.7077932331931045
31                       1.8999999999999998E-5    5.0E-4                   11.707084552838147       1.7360480454117209
31.5                     1.8999999999999998E-5    5.0E-4                   11.89460178115597        1.7643104648725654
