% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f29-1.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 13:44
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
27                       1.7E-5                   5.0E-4                   9.517863066586742        1.2676260726838002
27.5                     1.7E-5                   5.0E-4                   9.692675729769586        1.2912836494822564
28                       1.7E-5                   5.0E-4                   9.867530071826561        1.3149504113786001
28.5                     1.7E-5                   5.0E-4                   10.04240948858456        1.3386247214380838
29                       1.7E-5                   5.0E-4                   10.217309162078735       1.3623060514317054
29.5                     1.7E-5                   5.0E-4                   10.392224604495151       1.3859949386304713
30                       1.7E-5                   5.0E-4                   10.567155886019957       1.4096900447001524
30.5                     1.7E-5                   5.0E-4                   10.74209811214617        1.4333917998640082
31                       1.7E-5                   5.0E-4                   10.917050819446708       1.457098921537387
31.5                     1.7E-5                   5.0E-4                   11.09201213618994        1.480812518613849
