% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f29-1.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 13:46
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
27                       1.8999999999999998E-5    -5.0E-4                  10.182006201580236       1.9872363841170184
27.5                     1.8999999999999998E-5    -5.0E-4                  10.369196905570863       2.0243334773022106
28                       1.8999999999999998E-5    -5.0E-4                  10.556403877443685       2.0614408790988747
28.5                     1.8999999999999998E-5    -5.0E-4                  10.74362369602975        2.0985579505141168
29                       1.8999999999999998E-5    -5.0E-4                  10.930854623982096       2.1356845404124236
29.5                     1.8999999999999998E-5    -5.0E-4                  11.118095672175862       2.172818927474136
30                       1.8999999999999998E-5    -5.0E-4                  11.305344491909494       2.2099622124079232
30.5                     1.8999999999999998E-5    -5.0E-4                  11.492575688103887       2.247112912732071
31                       1.8999999999999998E-5    -5.0E-4                  11.679721823177324       2.2842720325784747
31.5                     1.8999999999999998E-5    -5.0E-4                  11.866799855902205       2.3214399499345753
