% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f29-1.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 13:45
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
27                       1.7E-5                   0                        9.5092952927628          1.4651748143873888
27.5                     1.7E-5                   0                        9.68394389649509         1.4925160736945955
28                       1.7E-5                   0                        9.858635499970006        1.519867861731246
28.5                     1.7E-5                   0                        10.033352729982308       1.5472279766179433
29                       1.7E-5                   0                        10.208090665403521       1.5745961880362955
29.5                     1.7E-5                   0                        10.382844642550886       1.6019724021421595
30                       1.7E-5                   0                        10.557613205168302       1.629356174633994
30.5                     1.7E-5                   0                        10.732393788608007       1.6567469010762288
31                       1.7E-5                   0                        10.90718409540808        1.6841444659509328
31.5                     1.7E-5                   0                        11.081983191578654       1.7115488821326927
