% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f29.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 22 2024, 08:52
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
50                       2.2E-5                   -5.0E-4                  3.034276777051943        0.850503520697373
55                       2.2E-5                   -5.0E-4                  3.337240787073984        0.9355757169536716
60                       2.2E-5                   -5.0E-4                  3.640067313482792        1.0206513339592114
65                       2.2E-5                   -5.0E-4                  3.9425630646068974       1.1057534641080835
70                       2.2E-5                   -5.0E-4                  4.244744111258139        1.1908962677338835
75                       2.2E-5                   -5.0E-4                  4.54664772377118         1.2760844441457841
80                       2.2E-5                   -5.0E-4                  4.848348823567587        1.3613190610841457
85                       2.2E-5                   -5.0E-4                  5.1498491583934225       1.4465998248110274
90                       2.2E-5                   -5.0E-4                  5.451149694162094        1.5319270623827563
95                       2.2E-5                   -5.0E-4                  5.752258760633637        1.6173016880262487
100                      2.2E-5                   -5.0E-4                  6.053179128886434        1.7027237368825219
105                      2.2E-5                   -5.0E-4                  6.354062047122625        1.7881930032367244
110                      2.2E-5                   -5.0E-4                  6.654964969099339        1.8737026131093302
115                      2.2E-5                   -5.0E-4                  6.955864996277516        1.959248007617461
120                      2.2E-5                   -5.0E-4                  7.256751069641702        2.044826487712534
125                      2.2E-5                   -5.0E-4                  7.557613960360978        2.1304359768386725
130                      2.2E-5                   -5.0E-4                  7.858448008543238        2.216073975940411
135                      2.2E-5                   -5.0E-4                  8.159072745359353        2.30173817672749
140                      2.2E-5                   -5.0E-4                  8.459351540821974        2.3874352614151277
145                      2.2E-5                   -5.0E-4                  8.760184268935742        2.4731100889218816
150                      2.2E-5                   -5.0E-4                  9.059982146654999        2.5588809346933594
155                      2.2E-5                   -5.0E-4                  9.359503276207409        2.6446958134686547
160                      2.2E-5                   -5.0E-4                  9.65881372733119         2.7305564831597486
165                      2.2E-5                   -5.0E-4                  9.958198865400021        2.8164597109939535
170                      2.2E-5                   -5.0E-4                  10.257646145605499       2.902397033772406
175                      2.2E-5                   -5.0E-4                  10.557136981684483       2.9883643346525552
180                      2.2E-5                   -5.0E-4                  10.856661318956064       3.0743577487575813
185                      2.2E-5                   -5.0E-4                  11.156211705636828       3.160375757100333
190                      2.2E-5                   -5.0E-4                  11.455767245274377       3.2464183344995767
195                      2.2E-5                   -5.0E-4                  11.755156329147749       3.3324814441511137
200                      2.2E-5                   -5.0E-4                  12.054378315880328       3.418566437544655
205                      2.2E-5                   -5.0E-4                  12.353441347583491       3.50466918925979
210                      2.2E-5                   -5.0E-4                  12.652356916587593       3.5907880336542313
215                      2.2E-5                   -5.0E-4                  12.951122890440296       3.6769239773408664
220                      2.2E-5                   -5.0E-4                  13.249746156053988       3.7630742908222246
225                      2.2E-5                   -5.0E-4                  13.548251272833042       3.849234863177351
230                      2.2E-5                   -5.0E-4                  13.846753617995788       3.935403196715665
235                      2.2E-5                   -5.0E-4                  14.14524101978381        4.021575550076399
240                      2.2E-5                   -5.0E-4                  14.443701059505052       4.107753425100206
245                      2.2E-5                   -5.0E-4                  14.742137326259467       4.193933476056802
250                      2.2E-5                   -5.0E-4                  15.04054145126986        4.28011954705768
