% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f29.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 22 2024, 08:52
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
50                       2.2E-5                   0                        3.041812923750374        0.7482836992325765
55                       2.2E-5                   0                        3.345525744257067        0.8231660553323152
60                       2.2E-5                   0                        3.6490988780771794       0.8980452172571347
65                       2.2E-5                   0                        3.9523384927484173       0.9729313812811817
70                       2.2E-5                   0                        4.255261676488967        1.0478459833722944
75                       2.2E-5                   0                        4.557909572970001        1.1228028491742492
80                       2.2E-5                   0                        4.860354984392888        1.1978032242665932
85                       2.2E-5                   0                        5.162599134861008        1.2728463086524187
90                       2.2E-5                   0                        5.464643280589261        1.347932623042734
95                       2.2E-5                   0                        5.766496404081909        1.4230620409778112
100                      2.2E-5                   0                        6.0681600954960615       1.4982353534302142
105                      2.2E-5                   0                        6.36979969741607         1.573451904452817
110                      2.2E-5                   0                        6.671456150537448        1.6487054162595456
115                      2.2E-5                   0                        6.973109042505968        1.72399218461792
120                      2.2E-5                   0                        7.274748444358554        1.7993091976656004
125                      2.2E-5                   0                        7.576363829352861        1.8746556806530705
130                      2.2E-5                   0                        7.877949887704968        1.9500294151831916
135                      2.2E-5                   0                        8.179302249457109        2.025429538533725
140                      2.2E-5                   0                        8.480313187753787        2.100862542269784
145                      2.2E-5                   0                        8.781882104080875        2.176280059039101
150                      2.2E-5                   0                        9.082410565688726        2.2517857646852484
155                      2.2E-5                   0                        9.382663529264903        2.32733259206125
160                      2.2E-5                   0                        9.682724817764417        2.402922413588488
165                      2.2E-5                   0                        9.98286891938643         2.4785527863077306
170                      2.2E-5                   0                        10.283072332759552       2.554215758305002
175                      2.2E-5                   0                        10.583318967704908       2.6299079922612165
180                      2.2E-5                   0                        10.883598877507406       2.705626445870994
185                      2.2E-5                   0                        11.183902308200345       2.78136976597726
190                      2.2E-5                   0                        11.484206138262376       2.8571338690227783
195                      2.2E-5                   0                        11.784331858631681       2.9329213049926537
200                      2.2E-5                   0                        12.08428811276007        3.0087347180064157
205                      2.2E-5                   0                        12.38408677907205        3.0845726627875827
210                      2.2E-5                   0                        12.683729199957916       3.16043966735759
215                      2.2E-5                   0                        12.983221883067479       3.2363355864800063
220                      2.2E-5                   0                        13.28256915647271        3.3122591994597137
225                      2.2E-5                   0                        13.581810960842759       3.3882105445944966
230                      2.2E-5                   0                        13.881051882836566       3.464182547488779
235                      2.2E-5                   0                        14.180277512881418       3.5401721242794935
240                      2.2E-5                   0                        14.479479748917036       3.616173749676463
245                      2.2E-5                   0                        14.778652595083727       3.6921910657540877
250                      2.2E-5                   0                        15.077796232593556       3.76821745025568
