% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f29.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 22 2024, 08:50
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
50                       1.8E-5                   5.0E-4                   2.68893438402835         0.49758885924231677
55                       1.8E-5                   5.0E-4                   2.95748187022204         0.547427832024507
60                       1.8E-5                   5.0E-4                   3.2259532409861222       0.5972718604227012
65                       1.8E-5                   5.0E-4                   3.4943492425726568       0.6471207438162452
70                       1.8E-5                   5.0E-4                   3.7625446517212744       0.6969748755714242
75                       1.8E-5                   5.0E-4                   4.030475526061078        0.7468396376144995
80                       1.8E-5                   5.0E-4                   4.298168612100895        0.7967187195529029
85                       1.8E-5                   5.0E-4                   4.5656599173527646       0.8466140801421425
90                       1.8E-5                   5.0E-4                   4.833001181014151        0.8965255379659176
95                       1.8E-5                   5.0E-4                   5.100188795643962        0.946454886059243
100                      1.8E-5                   5.0E-4                   5.367222095513807        0.9964066209772753
105                      1.8E-5                   5.0E-4                   5.634107258763873        1.046383077238648
110                      1.8E-5                   5.0E-4                   5.900847762365068        1.0963876912479513
115                      1.8E-5                   5.0E-4                   6.167473650078328        1.1464208524726907
120                      1.8E-5                   5.0E-4                   6.434133381475302        1.196480752610146
125                      1.8E-5                   5.0E-4                   6.700802116192651        1.2465640773296691
130                      1.8E-5                   5.0E-4                   6.967469184541368        1.296668597936172
135                      1.8E-5                   5.0E-4                   7.234126544968223        1.3467930322836636
140                      1.8E-5                   5.0E-4                   7.500768000604168        1.3969364176017507
145                      1.8E-5                   5.0E-4                   7.767388264341147        1.447097970968894
150                      1.8E-5                   5.0E-4                   8.033922499053688        1.4972767086158036
155                      1.8E-5                   5.0E-4                   8.300164346103195        1.5474735431658218
160                      1.8E-5                   5.0E-4                   8.56616175843147         1.597693308481631
165                      1.8E-5                   5.0E-4                   8.831780660860186        1.647935901577501
170                      1.8E-5                   5.0E-4                   9.098490415213181        1.6981694933375984
175                      1.8E-5                   5.0E-4                   9.363926079081725        1.7484648691154412
180                      1.8E-5                   5.0E-4                   9.629194264294032        1.7987880073886728
185                      1.8E-5                   5.0E-4                   9.894540721273604        1.8491388027907547
190                      1.8E-5                   5.0E-4                   10.159940034772273       1.8995133953783068
195                      1.8E-5                   5.0E-4                   10.425380521708895       1.9499086713245823
200                      1.8E-5                   5.0E-4                   10.69085111006235        2.0003240833558635
205                      1.8E-5                   5.0E-4                   10.95634858718569        2.0507570727764097
210                      1.8E-5                   5.0E-4                   11.221861425207408       2.1012076539139812
215                      1.8E-5                   5.0E-4                   11.487366527331915       2.151674555949974
220                      1.8E-5                   5.0E-4                   11.752718337660163       2.2021565124975844
225                      1.8E-5                   5.0E-4                   12.01793861398572        2.2526573312879314
230                      1.8E-5                   5.0E-4                   12.283033012515524       2.3031762161807805
235                      1.8E-5                   5.0E-4                   12.548008216734381       2.3537145614773216
240                      1.8E-5                   5.0E-4                   12.812867324135617       2.404271132356559
245                      1.8E-5                   5.0E-4                   13.077610659861953       2.4548484346622956
250                      1.8E-5                   5.0E-4                   13.342244213813444       2.5054447861020037
