% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f28.mph
% Version:            COMSOL 6.2.0.290
% Date:               Aug 8 2024, 16:18
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
5                        1.1E-5                   0                        1.3355709266378817       0.13308061623705214
10                       1.1E-5                   0                        2.669432800040294        0.2666111501016708
15                       1.1E-5                   0                        4.001381495385168        0.40034837419714364
20                       1.1E-5                   0                        5.328723363073337        0.5343633105667251
25                       1.1E-5                   0                        6.653123232380761        0.668712085322877
30                       1.1E-5                   0                        7.977269145056933        0.8033262548304201
35                       1.1E-5                   0                        9.296927259813337        0.9381659496418067
40                       1.1E-5                   0                        10.61672084877042        1.0733388531525812
45                       1.1E-5                   0                        11.935299039060371       1.2088124522909531
50                       1.1E-5                   0                        13.251207406753757       1.3445669694736324
55                       1.1E-5                   0                        14.565656401251431       1.4806229725357056
60                       1.1E-5                   0                        15.879697310748568       1.6169452654675496
65                       1.1E-5                   0                        17.191734539050678       1.7535199872686675
70                       1.1E-5                   0                        18.501368936130895       1.8903678675090383
75                       1.1E-5                   0                        19.810358374504425       2.0274868891475606
80                       1.1E-5                   0                        21.119249431818787       2.1648451039732457
85                       1.1E-5                   0                        22.42788549740083        2.3024153722212937
90                       1.1E-5                   0                        23.736198704134587       2.4401855077730374
95                       1.1E-5                   0                        25.04414992010843        2.578138744900464
100                      1.1E-5                   0                        26.350884049034583       2.7162701416330677
105                      1.1E-5                   0                        27.656129858240526       2.8545870748768536
110                      1.1E-5                   0                        28.960240817583895       2.993091503652291
115                      1.1E-5                   0                        30.26483032830977        3.1317748448776435
120                      1.1E-5                   0                        31.569805098614147       3.270609672708087
125                      1.1E-5                   0                        32.875066885021056       3.4095672263035475
130                      1.1E-5                   0                        34.18025492124776        3.548616350622325
