% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f28.mph
% Version:            COMSOL 6.2.0.290
% Date:               Aug 8 2024, 16:19
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
5                        1.3E-5                   5.0E-4                   1.4913086294602529       0.1494717263714449
10                       1.3E-5                   5.0E-4                   2.9805968972764987       0.2994573689542719
15                       1.3E-5                   5.0E-4                   4.466548725065714        0.449709408099352
20                       1.3E-5                   5.0E-4                   5.94708371790194         0.6003537112018371
25                       1.3E-5                   5.0E-4                   7.425629384695913        0.7513905200428823
30                       1.3E-5                   5.0E-4                   8.901597471386552        0.9027086547661938
35                       1.3E-5                   5.0E-4                   10.374637938593072       1.0544030036037668
40                       1.3E-5                   5.0E-4                   11.846879478649775       1.206497557306502
45                       1.3E-5                   5.0E-4                   13.316099067689322       1.3589446539249543
50                       1.3E-5                   5.0E-4                   14.783538143480833       1.5117679492612623
55                       1.3E-5                   5.0E-4                   16.250186535009234       1.6649211935968928
60                       1.3E-5                   5.0E-4                   17.71400620504646        1.8183996043728783
65                       1.3E-5                   5.0E-4                   19.175402556060646       1.972225016544023
70                       1.3E-5                   5.0E-4                   20.636610822333786       2.126371860552041
75                       1.3E-5                   5.0E-4                   22.09751999635855        2.2807976742626686
80                       1.3E-5                   5.0E-4                   23.558029511538827       2.435476373495952
85                       1.3E-5                   5.0E-4                   25.018084663194948       2.5903904673523463
90                       1.3E-5                   5.0E-4                   26.476705423183525       2.7455311598186753
95                       1.3E-5                   5.0E-4                   27.933472309320983       2.900904086771618
100                      1.3E-5                   5.0E-4                   29.389199235119037       3.056516269516603
105                      1.3E-5                   5.0E-4                   30.845550959558516       3.2123345322063344
110                      1.3E-5                   5.0E-4                   32.302317172745155       3.368331837386343
115                      1.3E-5                   5.0E-4                   33.7592326909514         3.5244639991069313
120                      1.3E-5                   5.0E-4                   35.21595758136035        3.6807089827355632
125                      1.3E-5                   5.0E-4                   36.67249792743712        3.8370550694748964
130                      1.3E-5                   5.0E-4                   38.12882162750218        3.9934753619511163
