% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f28.mph
% Version:            COMSOL 6.2.0.290
% Date:               Aug 8 2024, 16:20
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
5                        1.4999999999999999E-5    -5.0E-4                  1.633037284261757        0.25926338585041364
10                       1.4999999999999999E-5    -5.0E-4                  3.2636828599523007       0.5192104130409092
15                       1.4999999999999999E-5    -5.0E-4                  4.889420455261561        0.7794943382360771
20                       1.4999999999999999E-5    -5.0E-4                  6.509385459651405        1.0403849675112724
25                       1.4999999999999999E-5    -5.0E-4                  8.128098987948686        1.3019749964043044
30                       1.4999999999999999E-5    -5.0E-4                  9.742020124452353        1.5642390626157514
35                       1.4999999999999999E-5    -5.0E-4                  11.353916913722177       1.8273114504859436
40                       1.4999999999999999E-5    -5.0E-4                  12.963643276193231       2.090982533031781
45                       1.4999999999999999E-5    -5.0E-4                  14.570325766467946       2.355301148888291
50                       1.4999999999999999E-5    -5.0E-4                  16.176098168009922       2.6201800329609988
55                       1.4999999999999999E-5    -5.0E-4                  17.778633394434884       2.885584119219903
60                       1.4999999999999999E-5    -5.0E-4                  19.378367886485208       3.1515529399199593
65                       1.4999999999999999E-5    -5.0E-4                  20.977835726116375       3.418015992530208
70                       1.4999999999999999E-5    -5.0E-4                  22.576897727836254       3.68481203044923
75                       1.4999999999999999E-5    -5.0E-4                  24.175450686139932       3.9518443731515873
80                       1.4999999999999999E-5    -5.0E-4                  25.773126373997002       4.219031907417165
85                       1.4999999999999999E-5    -5.0E-4                  27.368614386428213       4.48640701482001
90                       1.4999999999999999E-5    -5.0E-4                  28.962184828069923       4.753998827715009
95                       1.4999999999999999E-5    -5.0E-4                  30.55612348104443        5.021807391277289
100                      1.4999999999999999E-5    -5.0E-4                  32.15058392028053        5.28975807840871
105                      1.4999999999999999E-5    -5.0E-4                  33.74526953165764        5.557828741542039
110                      1.4999999999999999E-5    -5.0E-4                  35.33973934246362        5.825999815285336
115                      1.4999999999999999E-5    -5.0E-4                  36.9339780954552         6.094323774159395
120                      1.4999999999999999E-5    -5.0E-4                  38.52790254916779        6.362812634658194
125                      1.4999999999999999E-5    -5.0E-4                  40.121285593853486       6.631471960333798
130                      1.4999999999999999E-5    -5.0E-4                  41.71412486417389        6.900340781375313
