% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f28.mph
% Version:            COMSOL 6.2.0.290
% Date:               Aug 8 2024, 16:18
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
5                        1.1E-5                   -5.0E-4                  1.334573842361614        0.15918150521872576
10                       1.1E-5                   -5.0E-4                  2.667435088225915        0.3188629368216702
15                       1.1E-5                   -5.0E-4                  3.998389057735107        0.4787554358344508
20                       1.1E-5                   -5.0E-4                  5.3247398104808745       0.6389450998499591
25                       1.1E-5                   -5.0E-4                  6.648140600811438        0.7995010972047325
30                       1.1E-5                   -5.0E-4                  7.971285972034682        0.9603452235965264
35                       1.1E-5                   -5.0E-4                  9.289964237829711        1.1214901510542425
40                       1.1E-5                   -5.0E-4                  10.608737389911646       1.2830699570707225
45                       1.1E-5                   -5.0E-4                  11.926310205375177       1.4450023224243367
50                       1.1E-5                   -5.0E-4                  13.24122025450066        1.6072586259474235
55                       1.1E-5                   -5.0E-4                  14.554652277909831       1.7698630715986319
60                       1.1E-5                   -5.0E-4                  15.86767814564589        1.9327766531428416
65                       1.1E-5                   -5.0E-4                  17.178716597323522       2.095980373124352
70                       1.1E-5                   -5.0E-4                  18.48734971638833        2.259495693354971
75                       1.1E-5                   -5.0E-4                  19.79530471592068        2.423321466153478
80                       1.1E-5                   -5.0E-4                  21.103172860109716       2.587410432765214
85                       1.1E-5                   -5.0E-4                  22.410778604486246       2.7517394298788638
90                       1.1E-5                   -5.0E-4                  23.71806550673145        2.916284823846265
95                       1.1E-5                   -5.0E-4                  25.024985956295424       3.0810391264355594
100                      1.1E-5                   -5.0E-4                  26.330710885783738       3.2459939801968183
105                      1.1E-5                   -5.0E-4                  27.63494626003036        3.4111353825561146
110                      1.1E-5                   -5.0E-4                  28.938029940032735       3.5764500933027428
115                      1.1E-5                   -5.0E-4                  30.241581168191473       3.7419144514968714
120                      1.1E-5                   -5.0E-4                  31.5455274359583         3.9074816947965054
125                      1.1E-5                   -5.0E-4                  32.849758318563026       4.073129936686318
130                      1.1E-5                   -5.0E-4                  34.1539180488934         4.238845669436614
