% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f28.mph
% Version:            COMSOL 6.2.0.290
% Date:               Aug 8 2024, 16:20
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
5                        1.4999999999999999E-5    0                        1.6347888450522916       0.22214527852967692
10                       1.4999999999999999E-5    0                        3.267187179125422        0.4449499269267676
15                       1.4999999999999999E-5    0                        4.894658302065107        0.6681122983575278
20                       1.4999999999999999E-5    0                        6.516366205718214        0.8918420221400964
25                       1.4999999999999999E-5    0                        8.136831193777397        1.1160953050928448
30                       1.4999999999999999E-5    0                        9.752483070082064        1.3409420773447067
35                       1.4999999999999999E-5    0                        11.366159645972587       1.566501994236976
40                       1.4999999999999999E-5    0                        12.977622947605632       1.7925953727806068
45                       1.4999999999999999E-5    0                        14.5860707222431         2.019272230422903
50                       1.4999999999999999E-5    0                        16.193606014977902       2.246461474323702
55                       1.4999999999999999E-5    0                        17.797879183379216       2.474139984410062
60                       1.4999999999999999E-5    0                        19.39938152198652        2.702335245042164
65                       1.4999999999999999E-5    0                        21.00063292940149        2.930985074323999
70                       1.4999999999999999E-5    0                        22.60146205819794        3.160027831538912
75                       1.4999999999999999E-5    0                        24.201774216937757       3.3894219420699834
80                       1.4999999999999999E-5    0                        25.801193543055703       3.6190792982205124
85                       1.4999999999999999E-5    0                        27.398416158708876       3.8489718817313054
90                       1.4999999999999999E-5    0                        28.993745753990126       4.079069208861021
95                       1.4999999999999999E-5    0                        30.589478075018803       4.309345106415076
100                      1.4999999999999999E-5    0                        32.18572271042916        4.539757180418146
105                      1.4999999999999999E-5    0                        33.782188185845115       4.770292719267594
110                      1.4999999999999999E-5    0                        35.37842254407578        5.000949277121769
115                      1.4999999999999999E-5    0                        36.9744418395819         5.231712359830976
120                      1.4999999999999999E-5    0                        38.57015085175568        5.462566455415093
125                      1.4999999999999999E-5    0                        40.165327021400834       5.693506475742577
130                      1.4999999999999999E-5    0                        41.75995192679123        5.924564581115359
