% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f29-2.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 15:31
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
2                        1.4E-5                   -5.0E-4                  1.222788643946167        0.18267882751986164
4                        1.4E-5                   -5.0E-4                  2.443980800026779        0.3658729953596698
6                        1.4E-5                   -5.0E-4                  3.6640064803854884       0.5492470179606848
8                        1.4E-5                   -5.0E-4                  4.880432960869378        0.732847050013671
10                       1.4E-5                   -5.0E-4                  6.093638227471946        0.9167834775658754
12                       1.4E-5                   -5.0E-4                  7.3058209073675755       1.1010770804449272
14                       1.4E-5                   -5.0E-4                  8.516975568056218        1.2857118500700402
16                       1.4E-5                   -5.0E-4                  9.725058996711649        1.4707261663315983
18                       1.4E-5                   -5.0E-4                  10.93191160463735        1.656197706604285
20                       1.4E-5                   -5.0E-4                  12.138537927805196       1.8419876628418201
