% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f29-2.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 15:30
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
2                        1.6E-5                   0                        1.3336966574932596       0.19238062478094164
4                        1.6E-5                   0                        2.6656211918884587       0.3853158727756103
6                        1.6E-5                   0                        3.995718517576261        0.5784611871994194
8                        1.6E-5                   0                        5.321269090891104        0.7719271302994493
10                       1.6E-5                   0                        6.643694360561273        0.9657930655708995
12                       1.6E-5                   0                        7.965673032750846        1.1600460557785546
14                       1.6E-5                   0                        9.284884527315675        1.354688769209993
16                       1.6E-5                   0                        10.60078109922867        1.5498773616860717
18                       1.6E-5                   0                        11.917008889579495       1.7454626739784587
20                       1.6E-5                   0                        13.230719029344193       1.9414315885911506
