% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f29-2.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 15:31
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
2                        1.4E-5                   5.0E-4                   1.2248916496987796       0.13274845314611383
4                        1.4E-5                   5.0E-4                   2.4481936601044545       0.2659324152435545
6                        1.4E-5                   5.0E-4                   3.6703214196077774       0.3993045591299911
8                        1.4E-5                   5.0E-4                   4.888832907428878        0.5328967943604219
10                       1.4E-5                   5.0E-4                   6.10412688386716         0.6667876227595677
12                       1.4E-5                   5.0E-4                   7.318427334712641        0.8009498226602112
14                       1.4E-5                   5.0E-4                   8.531671094179092        0.9353043538620867
16                       1.4E-5                   5.0E-4                   9.741842135846245        1.0699117098604702
18                       1.4E-5                   5.0E-4                   10.950838386330805       1.2048659823939403
20                       1.4E-5                   5.0E-4                   12.159571350639098       1.3400706777693863
