% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f29-2.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 15:30
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
2                        1.8E-5                   -5.0E-4                  1.4354666528008018       0.2653492631232872
4                        1.8E-5                   -5.0E-4                  2.868959777473993        0.5313258270232559
6                        1.8E-5                   -5.0E-4                  4.2997703788800266       0.7974919859830081
8                        1.8E-5                   -5.0E-4                  5.725370817677803        1.0640917386394513
10                       1.8E-5                   -5.0E-4                  7.148284656522847        1.3313990118278234
12                       1.8E-5                   -5.0E-4                  8.56998670270184         1.59928438756614
14                       1.8E-5                   -5.0E-4                  9.987550203235543        1.867796018444004
16                       1.8E-5                   -5.0E-4                  11.404156620436638       2.1369960831798522
18                       1.8E-5                   -5.0E-4                  12.81899917291549        2.4066990999233724
20                       1.8E-5                   -5.0E-4                  14.231143055399038       2.676952767436081
