% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f28.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 12:26
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
6                        1.9999999999999998E-5    5.0E-4                   2.355977089263124        0.36113324858217766
7                        1.9999999999999998E-5    5.0E-4                   2.74816931989184         0.4214485916566595
10                       1.9999999999999998E-5    5.0E-4                   3.9235495201969854       0.6024881791796872
15                       1.9999999999999998E-5    5.0E-4                   5.874515411710561        0.9047955287352885
20                       1.9999999999999998E-5    5.0E-4                   7.821078990401574        1.2080270122931864
25                       1.9999999999999998E-5    5.0E-4                   9.762277775185787        1.512197374937891
30                       1.9999999999999998E-5    5.0E-4                   11.7000418177957         1.8174665927791338
35                       1.9999999999999998E-5    5.0E-4                   13.633674842384579       2.1236048978426716
40                       1.9999999999999998E-5    5.0E-4                   15.56461196731805        2.430623359413847
45                       1.9999999999999998E-5    5.0E-4                   17.492307360640197       2.738396606137485
50                       1.9999999999999998E-5    5.0E-4                   19.415416089698617       3.046966774386224
55                       1.9999999999999998E-5    5.0E-4                   21.337781803556148       3.356241118230823
60                       1.9999999999999998E-5    5.0E-4                   23.259471143843605       3.6660278999817812
65                       1.9999999999999998E-5    5.0E-4                   25.18032571944989        3.9761408483887237
70                       1.9999999999999998E-5    5.0E-4                   27.098625343043253       4.286492179878131
75                       1.9999999999999998E-5    5.0E-4                   29.013979032170084       4.5971493209564365
80                       1.9999999999999998E-5    5.0E-4                   30.929564831049284       4.9080916397341205
85                       1.9999999999999998E-5    5.0E-4                   32.84582844622353        5.219245276233821
90                       1.9999999999999998E-5    5.0E-4                   34.762074814047274       5.530558176610519
95                       1.9999999999999998E-5    5.0E-4                   36.677987355257216       5.842019090478441
100                      1.9999999999999998E-5    5.0E-4                   38.59348998550773        6.153677250903154
105                      1.9999999999999998E-5    5.0E-4                   40.50820962240447        6.46556411422484
110                      1.9999999999999998E-5    5.0E-4                   42.4221592022945         6.777727816077956
115                      1.9999999999999998E-5    5.0E-4                   44.33496805263243        7.090187402778707
120                      1.9999999999999998E-5    5.0E-4                   46.24523134460519        7.4029641243162025
125                      1.9999999999999998E-5    5.0E-4                   48.15312101725749        7.716032637573079
130                      1.9999999999999998E-5    5.0E-4                   50.05887504199541        8.029286698503412
