% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f28.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 12:25
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
6                        1.8E-5                   0                        2.202797865098418        0.3533004278362313
7                        1.8E-5                   0                        2.569520589977195        0.4123034197050508
10                       1.8E-5                   0                        3.66887768245234         0.589389708822047
15                       1.8E-5                   0                        5.494319688150089        0.8849798240448763
20                       1.8E-5                   0                        7.314587981515           1.181417715330607
25                       1.8E-5                   0                        9.13231424200728         1.478684737035696
30                       1.8E-5                   0                        10.943899323922047       1.7769905933875094
35                       1.8E-5                   0                        12.754321001207444       2.076099081614366
40                       1.8E-5                   0                        14.560501660092037       2.376025658731521
45                       1.8E-5                   0                        16.365274816382446       2.676667249987382
50                       1.8E-5                   0                        18.165832395308342       2.977990590333782
55                       1.8E-5                   0                        19.96368322679418        3.2800249691002
60                       1.8E-5                   0                        21.761197781907676       3.5826048448061627
65                       1.8E-5                   0                        23.55810563767683        3.885534507639111
70                       1.8E-5                   0                        25.354216763823068       4.188675139889863
75                       1.8E-5                   0                        27.14790248245606        4.492043295341542
80                       1.8E-5                   0                        28.9390224000823         4.795688645948783
85                       1.8E-5                   0                        30.730370697020973       5.099597607545203
90                       1.8E-5                   0                        32.522342057422236       5.40369064401796
95                       1.8E-5                   0                        34.31442838921309        5.707915267416578
100                      1.8E-5                   0                        36.10621603125028        6.012298856342991
105                      1.8E-5                   0                        37.897714470992604       6.316889503516869
110                      1.8E-5                   0                        39.68860174331115        6.621701228554805
115                      1.8E-5                   0                        41.47878983764852        6.926790599963066
120                      1.8E-5                   0                        43.268343698445925       7.232143104500896
125                      1.8E-5                   0                        45.05623113510654        7.537747872472295
130                      1.8E-5                   0                        46.84185775617199        7.843543267945133
