% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f28.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 12:25
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
6                        1.8E-5                   -5.0E-4                  2.20000158816789         0.40694727987547097
7                        1.8E-5                   -5.0E-4                  2.5662585359179353       0.4748908737754505
10                       1.8E-5                   -5.0E-4                  3.664224090192075        0.6787805109584362
15                       1.8E-5                   -5.0E-4                  5.4873663475189645       1.0190250801529004
20                       1.8E-5                   -5.0E-4                  7.305304993548546        1.3603421360844408
25                       1.8E-5                   -5.0E-4                  9.12073679939974         1.7025860592829858
30                       1.8E-5                   -5.0E-4                  10.92997600714661        2.045988117827136
35                       1.8E-5                   -5.0E-4                  12.738085554587961       2.390268742962764
40                       1.8E-5                   -5.0E-4                  14.541932375197526       2.7354260954266643
45                       1.8E-5                   -5.0E-4                  16.344379060544235       3.08134757669675
50                       1.8E-5                   -5.0E-4                  18.14263697287914        3.4279926983104225
55                       1.8E-5                   -5.0E-4                  19.938160335193892       3.7752602784561624
60                       1.8E-5                   -5.0E-4                  21.733353656482393       4.122873159170858
65                       1.8E-5                   -5.0E-4                  23.527931948858743       4.470723360309822
70                       1.8E-5                   -5.0E-4                  25.3217221105917         4.818798833702093
75                       1.8E-5                   -5.0E-4                  27.113125350959336       5.167123066455396
80                       1.8E-5                   -5.0E-4                  28.90193747467638        5.51573632744142
85                       1.8E-5                   -5.0E-4                  30.69093061168386        5.864596058082736
90                       1.8E-5                   -5.0E-4                  32.480538481246526       6.213714317043916
95                       1.8E-5                   -5.0E-4                  34.2702551637573         6.563095391409913
100                      1.8E-5                   -5.0E-4                  36.05967358477311        6.912791687677572
105                      1.8E-5                   -5.0E-4                  37.84881452037414        7.262809213031822
110                      1.8E-5                   -5.0E-4                  39.637363287744876       7.61310112513295
115                      1.8E-5                   -5.0E-4                  41.42525799494616        7.9635137242333585
120                      1.8E-5                   -5.0E-4                  43.21254228661751        8.313977490531823
125                      1.8E-5                   -5.0E-4                  44.99824328367214        8.664408389144572
130                      1.8E-5                   -5.0E-4                  46.78168516660703        9.014746335401831
