% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f28.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 12:26
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
6                        1.8E-5                   5.0E-4                   2.204901743664802        0.3067593326359592
7                        1.8E-5                   5.0E-4                   2.571975194451152        0.35800205180655453
10                       1.8E-5                   5.0E-4                   3.6723804510652336       0.51181754018031
15                       1.8E-5                   5.0E-4                   5.499554408183389        0.7686298864177417
20                       1.8E-5                   5.0E-4                   7.321577688504679        1.0261661217693359
25                       1.8E-5                   5.0E-4                   9.14103219690698         1.2843840114562433
30                       1.8E-5                   5.0E-4                   10.954385043577396       1.5435325321085394
35                       1.8E-5                   5.0E-4                   12.766552793284063       1.8034002704599494
40                       1.8E-5                   5.0E-4                   14.574495585157521       2.06401125100475
45                       1.8E-5                   5.0E-4                   16.381027097934044       2.325285126907527
50                       1.8E-5                   5.0E-4                   18.18332235079498        2.5871930884166012
55                       1.8E-5                   5.0E-4                   19.982951127121453       2.8497547484798496
60                       1.8E-5                   5.0E-4                   21.78223950623545        3.112865755984089
65                       1.8E-5                   5.0E-4                   23.580905759212676       3.3764531166710547
70                       1.8E-5                   5.0E-4                   25.37876400581375        3.6404024541034836
75                       1.8E-5                   5.0E-4                   27.174180474409688       3.9046419194910804
80                       1.8E-5                   5.0E-4                   28.96705862278108        4.169120895746143
85                       1.8E-5                   5.0E-4                   30.760196790464008       4.433834895178535
90                       1.8E-5                   5.0E-4                   32.55394983297548        4.698727836184467
95                       1.8E-5                   5.0E-4                   34.34780699579734        4.963770796953948
100                      1.8E-5                   5.0E-4                   36.14136617874201        5.228963858815739
105                      1.8E-5                   5.0E-4                   37.93465079993129        5.4942808614135075
110                      1.8E-5                   5.0E-4                   39.72732583853846        5.759709355934152
115                      1.8E-5                   5.0E-4                   41.51930324741635        6.025286425174272
120                      1.8E-5                   5.0E-4                   43.31063682106875        6.291046500079272
125                      1.8E-5                   5.0E-4                   45.10025191350125        6.557004924896788
130                      1.8E-5                   5.0E-4                   46.88759319524577        6.823226440472741
