% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f28.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 12:27
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
6                        1.9999999999999998E-5    -5.0E-4                  2.350245497381181        0.47231468756236694
7                        1.9999999999999998E-5    -5.0E-4                  2.7414834804345887       0.5511545328393268
10                       1.9999999999999998E-5    -5.0E-4                  3.9140198748529613       0.7877242451428543
15                       1.9999999999999998E-5    -5.0E-4                  5.860268444631558        1.1826454314605108
20                       1.9999999999999998E-5    -5.0E-4                  7.802047614120529        1.578948979697433
25                       1.9999999999999998E-5    -5.0E-4                  9.73855284703837         1.9763897182160655
30                       1.9999999999999998E-5    -5.0E-4                  11.671509745424977       2.3751740707764917
35                       1.9999999999999998E-5    -5.0E-4                  13.600413403114885       2.7749550945627526
40                       1.9999999999999998E-5    -5.0E-4                  15.526548151993062       3.175742339473789
45                       1.9999999999999998E-5    -5.0E-4                  17.449537730927027       3.5773386468496007
50                       1.9999999999999998E-5    -5.0E-4                  19.36791551670492        3.9795653015595853
55                       1.9999999999999998E-5    -5.0E-4                  21.28551725538756        4.382167678438961
60                       1.9999999999999998E-5    -5.0E-4                  23.20244120152047        4.785072462267205
65                       1.9999999999999998E-5    -5.0E-4                  25.118544989694612       5.188252543472199
70                       1.9999999999999998E-5    -5.0E-4                  27.032171089064214       5.591694429449792
75                       1.9999999999999998E-5    -5.0E-4                  28.94279685880639        5.995462555258218
80                       1.9999999999999998E-5    -5.0E-4                  30.853545193768127       6.399658350577919
85                       1.9999999999999998E-5    -5.0E-4                  32.76495439162761        6.804259803361603
90                       1.9999999999999998E-5    -5.0E-4                  34.67637408062314        7.209288012651097
95                       1.9999999999999998E-5    -5.0E-4                  36.58746500265366        7.614684207391914
100                      1.9999999999999998E-5    -5.0E-4                  38.49820320945628        8.020245332776039
105                      1.9999999999999998E-5    -5.0E-4                  40.40823140854082        8.425821341725229
110                      1.9999999999999998E-5    -5.0E-4                  42.3175224842852         8.831265557229756
115                      1.9999999999999998E-5    -5.0E-4                  44.2257504457572         9.236549293163904
120                      1.9999999999999998E-5    -5.0E-4                  46.1314380378554         9.641953090891462
125                      1.9999999999999998E-5    -5.0E-4                  48.0346980629909         10.047580615734521
130                      1.9999999999999998E-5    -5.0E-4                  49.935696792047295       10.453535993479463
