% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f28.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 12:28
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
6                        2.2E-5                   0                        2.4973216612960485       0.4737471679634382
7                        2.2E-5                   0                        2.9130097262522945       0.5528340384232457
10                       2.2E-5                   0                        4.158374225222886        0.7901743852494647
15                       2.2E-5                   0                        6.225117202190283        1.186536792748715
20                       2.2E-5                   0                        8.287932427909183        1.584315525058308
25                       2.2E-5                   0                        10.343499389479586       1.9834043100504815
30                       2.2E-5                   0                        12.396637782088526       2.3838164723042183
35                       2.2E-5                   0                        14.444344148163651       2.7853570164773878
40                       2.2E-5                   0                        16.48985193822319        3.187909524335563
45                       2.2E-5                   0                        18.529917927381632       3.591384639125369
50                       2.2E-5                   0                        20.567452688846593       3.9955322979766272
55                       2.2E-5                   0                        22.60434239003287        4.400021644561253
60                       2.2E-5                   0                        24.640338116419258       4.804816607628339
65                       2.2E-5                   0                        26.674216041153215       5.209919644999189
70                       2.2E-5                   0                        28.704475424396293       5.615376588160505
75                       2.2E-5                   0                        30.734384344987397       6.021177222290376
80                       2.2E-5                   0                        32.76506065063265        6.427338693588727
85                       2.2E-5                   0                        34.79575071844169        6.833906859615432
90                       2.2E-5                   0                        36.82606757287469        7.2409079521013595
95                       2.2E-5                   0                        38.85588297095311        7.648295605039316
100                      2.2E-5                   0                        40.88485247194764        8.05586098774251
105                      2.2E-5                   0                        42.91301627251637        8.463453646791852
110                      2.2E-5                   0                        44.93947959419023        8.87091063177262
115                      2.2E-5                   0                        46.96301056208533        9.278271581074481
120                      2.2E-5                   0                        48.98393823531292        9.6858451860479
125                      2.2E-5                   0                        51.00362954584301        10.093684070514005
130                      2.2E-5                   0                        53.02630353515744        10.501815452001736
