% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f28.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 12:28
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
6                        2.2E-5                   5.0E-4                   2.5001763405686788       0.4168234367218737
7                        2.2E-5                   5.0E-4                   2.9163394351651206       0.4864275734432226
10                       2.2E-5                   5.0E-4                   4.163117001321982        0.6953427914259969
15                       2.2E-5                   5.0E-4                   6.232214940210703        1.0442503943836492
20                       2.2E-5                   5.0E-4                   8.297399193538066        1.394352887789701
25                       2.2E-5                   5.0E-4                   10.355328104734916       1.7456517245059722
30                       2.2E-5                   5.0E-4                   12.410840338760764       2.0981603111203455
35                       2.2E-5                   5.0E-4                   14.460918264256314       2.451731595258906
40                       2.2E-5                   5.0E-4                   16.508796614905854       2.806257467544949
45                       2.2E-5                   5.0E-4                   18.55120525483583        3.161690475524477
50                       2.2E-5                   5.0E-4                   20.59110763103353        3.518009649028432
55                       2.2E-5                   5.0E-4                   22.63036762363766        3.8748717812813744
60                       2.2E-5                   5.0E-4                   24.66873833978825        4.232033350265716
65                       2.2E-5                   5.0E-4                   26.704948531618754       4.589472660548445
70                       2.2E-5                   5.0E-4                   28.7375437316729         4.947268303091661
75                       2.2E-5                   5.0E-4                   30.769855454133584       5.305410036589478
80                       2.2E-5                   5.0E-4                   32.80295273730352        5.663774733000341
85                       2.2E-5                   5.0E-4                   34.83605448416758        6.022336337919576
90                       2.2E-5                   5.0E-4                   36.86877070288604        6.381173270276857
95                       2.2E-5                   5.0E-4                   38.90097496267643        6.740328802589186
100                      2.2E-5                   5.0E-4                   40.93228726727531        7.09985872152361
105                      2.2E-5                   5.0E-4                   42.96273894835685        7.4597490091538425
110                      2.2E-5                   5.0E-4                   44.991429966157995       7.819900590992145
115                      2.2E-5                   5.0E-4                   47.01720164623315        8.18021899102418
120                      2.2E-5                   5.0E-4                   49.04045366599742        8.540636715630313
125                      2.2E-5                   5.0E-4                   51.06264098660236        8.901037533544716
130                      2.2E-5                   5.0E-4                   53.08788550813203        9.261363365002577
