% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f28.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 12:27
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
6                        2.2E-5                   -5.0E-4                  2.4936294609934606       0.5384762942367765
7                        2.2E-5                   -5.0E-4                  2.908703693022847        0.6283398597598158
10                       2.2E-5                   -5.0E-4                  4.152243056896626        0.897973681957513
15                       2.2E-5                   -5.0E-4                  6.215941131682914        1.3483302691765715
20                       2.2E-5                   -5.0E-4                  8.27569520361575         1.8002930947502307
25                       2.2E-5                   -5.0E-4                  10.328214958896822       2.253681655095704
30                       2.2E-5                   -5.0E-4                  12.378291285716799       2.70848354368529
35                       2.2E-5                   -5.0E-4                  14.422941304938988       3.164470431442755
40                       2.2E-5                   -5.0E-4                  16.46540153105652        3.621471054991119
45                       2.2E-5                   -5.0E-4                  18.502492508837534       4.079087189976089
50                       2.2E-5                   -5.0E-4                  20.536970356823844       4.5371835588315825
55                       2.2E-5                   -5.0E-4                  22.570800143426162       4.995662622006428
60                       2.2E-5                   -5.0E-4                  24.603753127759582       5.454457233434304
65                       2.2E-5                   -5.0E-4                  26.634643462207585       5.9135089489220825
70                       2.2E-5                   -5.0E-4                  28.661873930127257       6.373048245840071
75                       2.2E-5                   -5.0E-4                  30.688649294026156       6.833205338547657
80                       2.2E-5                   -5.0E-4                  32.71621281096093        7.293939972927014
85                       2.2E-5                   -5.0E-4                  34.743850664519414       7.75509634363555
90                       2.2E-5                   -5.0E-4                  36.77116125681319        8.216391544158988
95                       2.2E-5                   -5.0E-4                  38.79804472020402        8.67758864405349
100                      2.2E-5                   -5.0E-4                  40.824082967297926       9.1384984005036
105                      2.2E-5                   -5.0E-4                  42.84923131609228        9.599400422872328
110                      2.2E-5                   -5.0E-4                  44.87264950736858        10.060474367083678
115                      2.2E-5                   -5.0E-4                  46.89309706426748        10.521910752011664
120                      2.2E-5                   -5.0E-4                  48.91098198254625        10.983805852990834
125                      2.2E-5                   -5.0E-4                  50.92756554426326        11.446012182610481
130                      2.2E-5                   -5.0E-4                  52.947119628117306       11.908381034623499
