% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f29-1.mph
% Version:            COMSOL 6.2.0.290
% Date:               Aug 1 2024, 23:43
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
28                       1.3E-5                   -5.0E-4                  8.299052898643023        1.1709867482968228
28.1                     1.3E-5                   -5.0E-4                  8.328514223657393        1.1751940677170758
28.2                     1.3E-5                   -5.0E-4                  8.357973274114066        1.1794013228239422
28.3                     1.3E-5                   -5.0E-4                  8.38742926455884         1.1836088278253492
28.4                     1.3E-5                   -5.0E-4                  8.416882269148648        1.1878166424869434
28.5                     1.3E-5                   -5.0E-4                  8.446332593885316        1.1920245186188012
28.6                     1.3E-5                   -5.0E-4                  8.475779865951615        1.1962327692509334
28.7                     1.3E-5                   -5.0E-4                  8.505224596704757        1.2004411190514048
28.8                     1.3E-5                   -5.0E-4                  8.534665847955736        1.2046498466479107
28.9                     1.3E-5                   -5.0E-4                  8.564104978932708        1.2088589593106427
29                       1.3E-5                   -5.0E-4                  8.593540680658755        1.2130681599611286
