% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f29-1.mph
% Version:            COMSOL 6.2.0.290
% Date:               Aug 1 2024, 23:44
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
28                       1.4999999999999999E-5    -5.0E-4                  9.09629676668219         1.4592460657367639
28.1                     1.4999999999999999E-5    -5.0E-4                  9.128518394647415        1.4644937621800977
28.2                     1.4999999999999999E-5    -5.0E-4                  9.160735773059429        1.4697415588388587
28.3                     1.4999999999999999E-5    -5.0E-4                  9.19429021485044         1.474963611564096
28.4                     1.4999999999999999E-5    -5.0E-4                  9.226524236329496        1.4802119997498977
28.5                     1.4999999999999999E-5    -5.0E-4                  9.258756631441777        1.4854608157230302
28.6                     1.4999999999999999E-5    -5.0E-4                  9.290985072333871        1.4907102800122054
28.7                     1.4999999999999999E-5    -5.0E-4                  9.323210041178207        1.4959599735882634
28.8                     1.4999999999999999E-5    -5.0E-4                  9.35543229633096         1.5012099566956358
28.9                     1.4999999999999999E-5    -5.0E-4                  9.387652172430386        1.5064601309484225
29                       1.4999999999999999E-5    -5.0E-4                  9.419868674623064        1.5117107950615747
