% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f29-1.mph
% Version:            COMSOL 6.2.0.290
% Date:               Aug 1 2024, 23:44
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
28                       1.4999999999999999E-5    5.0E-4                   9.11320846459493         1.0725679809382278
28.1                     1.4999999999999999E-5    5.0E-4                   9.145489043894202        1.076425666451236
28.2                     1.4999999999999999E-5    5.0E-4                   9.177766522126856        1.0802835188662243
28.3                     1.4999999999999999E-5    5.0E-4                   9.211388528455878        1.0841229335734646
28.4                     1.4999999999999999E-5    5.0E-4                   9.243682301793612        1.0879812850831136
28.5                     1.4999999999999999E-5    5.0E-4                   9.275974165484353        1.0918401768068335
28.6                     1.4999999999999999E-5    5.0E-4                   9.308262251226076        1.095698895413939
28.7                     1.4999999999999999E-5    5.0E-4                   9.34054644482605         1.0995581687071478
28.8                     1.4999999999999999E-5    5.0E-4                   9.372828886123486        1.103417726134385
28.9                     1.4999999999999999E-5    5.0E-4                   9.405107885918177        1.1072775974342086
29                       1.4999999999999999E-5    5.0E-4                   9.437383826750409        1.1111375273451962
