% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_1200keV_Apiezon_f28.mph
% Version:            COMSOL 6.2.0.290
% Date:               Jun 27 2024, 21:37
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
2                        1.6E-5                   5.0E-4                   0.6814976447435015       0.11402768083565462
5                        1.6E-5                   5.0E-4                   1.7017952356651236       0.2855211729904781
10                       1.6E-5                   5.0E-4                   3.4009994505809473       0.5717550354336893
15                       1.6E-5                   5.0E-4                   5.094449723280025        0.8583662258167379
20                       1.6E-5                   5.0E-4                   6.782205222164745        1.1457084257209864
25                       1.6E-5                   5.0E-4                   8.468350350914267        1.4338520460442368
30                       1.6E-5                   5.0E-4                   10.1491469500785         1.7228094864158479
35                       1.6E-5                   5.0E-4                   11.828775279176039       2.01261484336489
40                       1.6E-5                   5.0E-4                   13.50474531312124        2.3031078147510264
45                       1.6E-5                   5.0E-4                   15.17867619206286        2.5943050086116024
50                       1.6E-5                   5.0E-4                   16.85084585125049        2.8860947172705984
55                       1.6E-5                   5.0E-4                   18.51902444577896        3.1785003109811747
60                       1.6E-5                   5.0E-4                   20.185754030385695       3.4715001086910178
65                       1.6E-5                   5.0E-4                   21.85216465544017        3.7648888894935517
70                       1.6E-5                   5.0E-4                   23.518056317057365       4.058517510225748
75                       1.6E-5                   5.0E-4                   25.183316164339764       4.352320445167905
80                       1.6E-5                   5.0E-4                   26.846581535990993       4.646322368823036
85                       1.6E-5                   5.0E-4                   28.50747274144897        4.940564311252405
90                       1.6E-5                   5.0E-4                   30.168049284680933       5.235056236864899
95                       1.6E-5                   5.0E-4                   31.829278075972162       5.529704098570932
100                      1.6E-5                   5.0E-4                   33.490859598171475       5.824487048025514
105                      1.6E-5                   5.0E-4                   35.152224041635755       6.119435410392221
110                      1.6E-5                   5.0E-4                   36.81333214220362        6.414580679817092
115                      1.6E-5                   5.0E-4                   38.47412530785078        6.709935039305421
120                      1.6E-5                   5.0E-4                   40.13433876687857        7.005531236829857
125                      1.6E-5                   5.0E-4                   41.79395783982096        7.301374105069023
130                      1.6E-5                   5.0E-4                   43.45303375436714        7.597419412593688
