% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_1200keV_Apiezon_f28.mph
% Version:            COMSOL 6.2.0.290
% Date:               Jun 27 2024, 21:36
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
2                        1.6E-5                   0                        0.680446943018115        0.132483956429148
5                        1.6E-5                   0                        1.699165388405067        0.33169192974733264
10                       1.6E-5                   0                        3.3957428959609004       0.6640780374906186
15                       1.6E-5                   0                        5.086598577452243        0.9967854912847791
20                       1.6E-5                   0                        6.771733076567539        1.3304316852945952
25                       1.6E-5                   0                        8.455269931917844        1.6649913465540038
30                       1.6E-5                   0                        10.133453088530711       2.0004548713293957
35                       1.6E-5                   0                        11.810443830472185       2.3368599828202576
40                       1.6E-5                   0                        13.483810365371575       2.6739990097165673
45                       1.6E-5                   0                        15.155093517834644       3.011895668921831
50                       1.6E-5                   0                        16.824658212313324       3.350423194684776
55                       1.6E-5                   0                        18.49026070643447        3.6895050093874033
60                       1.6E-5                   0                        20.154365161184224       4.029007208875154
65                       1.6E-5                   0                        21.818154182505403       4.368745193704495
70                       1.6E-5                   0                        23.481416915422813       4.708704616940409
75                       1.6E-5                   0                        25.144060614005298       5.048860831785262
80                       1.6E-5                   0                        26.804759256216798       5.38922089623755
85                       1.6E-5                   0                        28.463079417921506       5.729809699394806
90                       1.6E-5                   0                        30.1209882379517         6.070690954950621
95                       1.6E-5                   0                        31.779539450860888       6.4118392742804176
100                      1.6E-5                   0                        33.438443978699766       6.753264331065196
105                      1.6E-5                   0                        35.097143523928935       7.094989530386258
110                      1.6E-5                   0                        36.75560540566149        7.436999722898879
115                      1.6E-5                   0                        38.41378126528515        7.7791763562578
120                      1.6E-5                   0                        40.07141007087131        8.121413235435433
125                      1.6E-5                   0                        41.72848489209869        8.463648030903585
130                      1.6E-5                   0                        43.38505989936615        8.805783605825841
