% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_1200keV_Apiezon_f28.mph
% Version:            COMSOL 6.2.0.290
% Date:               Jun 27 2024, 21:36
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
2                        1.6E-5                   -5.0E-4                  0.6790262605261077       0.15394448495985813
5                        1.6E-5                   -5.0E-4                  1.6956110185188358       0.3853635693584252
10                       1.6E-5                   -5.0E-4                  3.388643105161563        0.7713556012971914
15                       1.6E-5                   -5.0E-4                  5.075991622228084        1.1576455126891787
20                       1.6E-5                   -5.0E-4                  6.757591559946814        1.5451064022382113
25                       1.6E-5                   -5.0E-4                  8.437608490839708        1.9335751774962162
30                       1.6E-5                   -5.0E-4                  10.11227219004736        2.3230328805374114
35                       1.6E-5                   -5.0E-4                  11.78570710611211        2.7135040046809884
40                       1.6E-5                   -5.0E-4                  13.455573258293612       3.1047412151367304
45                       1.6E-5                   -5.0E-4                  15.123304234393203       3.4967637600533585
50                       1.6E-5                   -5.0E-4                  16.78940466555401        3.88922716915242
55                       1.6E-5                   -5.0E-4                  18.451568149233935       4.2819888761988345
60                       1.6E-5                   -5.0E-4                  20.112131625998444       4.675103798523729
65                       1.6E-5                   -5.0E-4                  21.772396800964536       5.068488432737283
70                       1.6E-5                   -5.0E-4                  23.43214646431371        5.462094503193331
75                       1.6E-5                   -5.0E-4                  25.091291466340664       5.855867184955105
80                       1.6E-5                   -5.0E-4                  26.7485224538607         6.249927611866401
85                       1.6E-5                   -5.0E-4                  28.4033464643868         6.644387535883574
90                       1.6E-5                   -5.0E-4                  30.05764224308239        7.039345636335494
95                       1.6E-5                   -5.0E-4                  31.712612044026123       7.434704499429344
100                      1.6E-5                   -5.0E-4                  33.367991691442654       7.830284745747715
105                      1.6E-5                   -5.0E-4                  35.023234007700175       8.225897006658567
110                      1.6E-5                   -5.0E-4                  36.678286470886896       8.621440545157828
115                      1.6E-5                   -5.0E-4                  38.33307359606393        9.016781167636527
120                      1.6E-5                   -5.0E-4                  39.9872521841639         9.412109695158893
125                      1.6E-5                   -5.0E-4                  41.64080693866834        9.80753299572816
130                      1.6E-5                   -5.0E-4                  43.2937777993355         10.203082374137715
