% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_1200keV_Apiezon_f28.mph
% Version:            COMSOL 6.2.0.290
% Date:               Jun 27 2024, 21:34
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
2                        9.999999999999999E-6     5.0E-4                   0.5016547738723887       0.05428073749491702
5                        9.999999999999999E-6     5.0E-4                   1.2527529350886688       0.1359050800057986
10                       9.999999999999999E-6     5.0E-4                   2.5039317512935          0.2722501879571091
15                       9.999999999999999E-6     5.0E-4                   3.7537452883622606       0.4087832499600488
20                       9.999999999999999E-6     5.0E-4                   4.999561290771187        0.5455434928829384
25                       9.999999999999999E-6     5.0E-4                   6.242238385963493        0.6826098180498548
30                       9.999999999999999E-6     5.0E-4                   7.484380478439814        0.8199494744831775
35                       9.999999999999999E-6     5.0E-4                   8.724684548832684        0.9574869173424148
40                       9.999999999999999E-6     5.0E-4                   9.962355212420064        1.0953190726409652
45                       9.999999999999999E-6     5.0E-4                   11.199411968047066       1.2334900526504455
50                       9.999999999999999E-6     5.0E-4                   12.43543898049041        1.3719142252896965
55                       9.999999999999999E-6     5.0E-4                   13.669021118688832       1.5106150084314436
60                       9.999999999999999E-6     5.0E-4                   14.902018701727798       1.6495929647310668
65                       9.999999999999999E-6     5.0E-4                   16.13444436660361        1.7888138136895861
70                       9.999999999999999E-6     5.0E-4                   17.364831436434315       1.928272588156048
75                       9.999999999999999E-6     5.0E-4                   18.593180146814298       2.0679897761716717
80                       9.999999999999999E-6     5.0E-4                   19.821167435241293       2.2079598590610487
85                       9.999999999999999E-6     5.0E-4                   21.049068440529865       2.3481497926601023
90                       9.999999999999999E-6     5.0E-4                   22.27675416904495        2.4885394873718845
95                       9.999999999999999E-6     5.0E-4                   23.504164879104763       2.629109032470655
100                      9.999999999999999E-6     5.0E-4                   24.73126695351617        2.769850154227022
105                      9.999999999999999E-6     5.0E-4                   25.95756428531206        2.9107565928811603
110                      9.999999999999999E-6     5.0E-4                   27.18249186379279        3.0518344078663375
115                      9.999999999999999E-6     5.0E-4                   28.40619781036135        3.1930894592964343
120                      9.999999999999999E-6     5.0E-4                   29.62981196828339        3.334507666125795
125                      9.999999999999999E-6     5.0E-4                   30.85393119752844        3.4760465254324977
130                      9.999999999999999E-6     5.0E-4                   32.07833930006841        3.617687806595356
