% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_1200keV_Apiezon_f28.mph
% Version:            COMSOL 6.2.0.290
% Date:               Jun 27 2024, 21:34
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
2                        9.999999999999999E-6     -5.0E-4                  0.5004717038131687       0.07906257950830664
5                        9.999999999999999E-6     -5.0E-4                  1.2497919235731807       0.19791728182806523
10                       9.999999999999999E-6     -5.0E-4                  2.498001083211008        0.39636221904899216
15                       9.999999999999999E-6     -5.0E-4                  3.744859634705943        0.5949753231694466
20                       9.999999999999999E-6     -5.0E-4                  4.987740163748523        0.7938175144970501
25                       9.999999999999999E-6     -5.0E-4                  6.2274686160820245       0.9930174954213307
30                       9.999999999999999E-6     -5.0E-4                  7.466626508912395        1.1926408918217923
35                       9.999999999999999E-6     -5.0E-4                  8.704007257849202        1.392631644167313
40                       9.999999999999999E-6     -5.0E-4                  9.938708205091555        1.5930619534001202
45                       9.999999999999999E-6     -5.0E-4                  11.172747869218846       1.7939531405619498
50                       9.999999999999999E-6     -5.0E-4                  12.405824966433379       1.9951807354531539
55                       9.999999999999999E-6     -5.0E-4                  13.636432910614957       2.1967758066911287
60                       9.999999999999999E-6     -5.0E-4                  14.86641925171061        2.398735000192506
65                       9.999999999999999E-6     -5.0E-4                  16.095860462923802       2.6010023575256938
70                       9.999999999999999E-6     -5.0E-4                  17.323291984304575       2.803564269396901
75                       9.999999999999999E-6     -5.0E-4                  18.548665840306064       3.006449904382414
80                       9.999999999999999E-6     -5.0E-4                  19.77360870290977        3.2096641942990694
85                       9.999999999999999E-6     -5.0E-4                  20.998488904572255       3.413120864504325
90                       9.999999999999999E-6     -5.0E-4                  22.223148400956177       3.6167695021156767
95                       9.999999999999999E-6     -5.0E-4                  23.447548841965975       3.8205621734994217
100                      9.999999999999999E-6     -5.0E-4                  24.671642443206153       4.0244641221615325
105                      9.999999999999999E-6     -5.0E-4                  25.894982330150846       4.228454542349642
110                      9.999999999999999E-6     -5.0E-4                  27.116958249272123       4.43255442177411
115                      9.999999999999999E-6     -5.0E-4                  28.33770931156085        4.636787420730112
120                      9.999999999999999E-6     -5.0E-4                  29.55826237865194        4.841139620043339
125                      9.999999999999999E-6     -5.0E-4                  30.77933267072232        5.045605199800388
130                      9.999999999999999E-6     -5.0E-4                  32.00070394677723        5.250141065582703
