% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f29-2.mph
% Version:            COMSOL 6.2.0.290
% Date:               Aug 8 2024, 13:39
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
0.5                      1.6E-5                   5.0E-4                   0.3342011655632895       0.041330634311890435
1.5                      1.6E-5                   5.0E-4                   1.001463318700175        0.12415878518850931
2.5                      1.6E-5                   5.0E-4                   1.6681669056153012       0.20716074409203955
3.5                      1.6E-5                   5.0E-4                   2.334716371771435        0.2902459103317092
4.5                      1.6E-5                   5.0E-4                   3.0009393587623485       0.37338660464498474
5.5                      1.6E-5                   5.0E-4                   3.666681257505118        0.45657608728059174
6.5                      1.6E-5                   5.0E-4                   4.331146749307358        0.5398310910276365
7.5                      1.6E-5                   5.0E-4                   4.994448513674296        0.6231790869673901
8.5                      1.6E-5                   5.0E-4                   5.656848436635553        0.7066223157701579
9.5                      1.6E-5                   5.0E-4                   6.318497491517601        0.7901608986090665
10.5                     1.6E-5                   5.0E-4                   6.980118764997847        0.873780261187715
11.5                     1.6E-5                   5.0E-4                   7.641691595044556        0.9574629768676317
12.5                     1.6E-5                   5.0E-4                   8.302787273215863        1.0412160090397613
13.5                     1.6E-5                   5.0E-4                   8.962313895601032        1.1250677098523987
14.5                     1.6E-5                   5.0E-4                   9.621897811191605        1.2090116510920268
15.5                     1.6E-5                   5.0E-4                   10.280415338014983       1.2930981786015003
16.5                     1.6E-5                   5.0E-4                   10.93916546913756        1.3772772533194164
17.5                     1.6E-5                   5.0E-4                   11.597968674291739       1.4615358004737757
18.5                     1.6E-5                   5.0E-4                   12.256103243041366       1.545875930393585
