% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f29-2.mph
% Version:            COMSOL 6.2.0.290
% Date:               Aug 8 2024, 13:40
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
0.5                      1.8E-5                   5.0E-4                   0.3602182715933111       0.049898441622357126
1.5                      1.8E-5                   5.0E-4                   1.0793480118237646       0.1499045141513129
2.5                      1.8E-5                   5.0E-4                   1.797944627045677        0.25010986237512256
3.5                      1.8E-5                   5.0E-4                   2.5163163761744407       0.35040418284699726
4.5                      1.8E-5                   5.0E-4                   3.234265486606006        0.450758418210885
5.5                      1.8E-5                   5.0E-4                   3.951393604219369        0.5511700293785537
6.5                      1.8E-5                   5.0E-4                   4.666922052660347        0.6516774085147077
7.5                      1.8E-5                   5.0E-4                   5.38129818564294         0.7522996863965794
8.5                      1.8E-5                   5.0E-4                   6.094641694860439        0.8530376918232747
9.5                      1.8E-5                   5.0E-4                   6.807687733369384        0.9538825318383921
10.5                     1.8E-5                   5.0E-4                   7.520708880445618        1.0548272455262513
11.5                     1.8E-5                   5.0E-4                   8.233346868155259        1.1558784884634825
12.5                     1.8E-5                   5.0E-4                   8.945210242418195        1.2570238623796257
13.5                     1.8E-5                   5.0E-4                   9.655010849990187        1.35834770884653
14.5                     1.8E-5                   5.0E-4                   10.364703445845489       1.4598189420427197
15.5                     1.8E-5                   5.0E-4                   11.074640062004274       1.5614045582096736
16.5                     1.8E-5                   5.0E-4                   11.784488271220201       1.6630904860940383
17.5                     1.8E-5                   5.0E-4                   12.493479237453741       1.7648829144499878
18.5                     1.8E-5                   5.0E-4                   13.201642039575916       1.866792026743731
