% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f29-2.mph
% Version:            COMSOL 6.2.0.290
% Date:               Aug 8 2024, 13:40
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
0.5                      1.8E-5                   -5.0E-4                  0.3594201160929522       0.06622049720014545
1.5                      1.8E-5                   -5.0E-4                  1.0769533564625249       0.19890808426244533
2.5                      1.8E-5                   -5.0E-4                  1.7939487088166324       0.33182023755254164
3.5                      1.8E-5                   -5.0E-4                  2.5107208514444608       0.46481277169315405
4.5                      1.8E-5                   -5.0E-4                  3.227073716678145        0.5978479622482169
5.5                      1.8E-5                   -5.0E-4                  3.942619098557522        0.7309232826495915
6.5                      1.8E-5                   -5.0E-4                  4.656569892905814        0.8640898306241667
7.5                      1.8E-5                   -5.0E-4                  5.369365820145035        0.997382000970159
8.5                      1.8E-5                   -5.0E-4                  6.081124311082419        1.1308521967443568
9.5                      1.8E-5                   -5.0E-4                  6.792563973983199        1.2645117652456115
10.5                     1.8E-5                   -5.0E-4                  7.503981116318169        1.3983207349677826
11.5                     1.8E-5                   -5.0E-4                  8.21503850437113         1.532260094294486
12.5                     1.8E-5                   -5.0E-4                  8.925334700471694        1.6663105661081339
13.5                     1.8E-5                   -5.0E-4                  9.633557015485867        1.8005854252534732
14.5                     1.8E-5                   -5.0E-4                  10.341628554396557       1.9350459057512914
15.5                     1.8E-5                   -5.0E-4                  11.049944670018913       2.069648932903334
16.5                     1.8E-5                   -5.0E-4                  11.758200100951175       2.2043720769454254
17.5                     1.8E-5                   -5.0E-4                  12.465608368272008       2.3392229929882795
18.5                     1.8E-5                   -5.0E-4                  13.172187838357836       2.474210835276402
