% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f29-2.mph
% Version:            COMSOL 6.2.0.290
% Date:               Aug 8 2024, 13:40
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
0.5                      1.8E-5                   0                        0.359875701531422        0.05747909678771279
1.5                      1.8E-5                   0                        1.078320073916025        0.1726657674115799
2.5                      1.8E-5                   0                        1.796229121008981        0.2880658183246396
3.5                      1.8E-5                   0                        2.51391380047691         0.4035530863698149
4.5                      1.8E-5                   0                        3.2311771504672464       0.5190943645825215
5.5                      1.8E-5                   0                        3.9476251872178025       0.6346870480583036
6.5                      1.8E-5                   0                        4.662475473304379        0.7503755169370976
7.5                      1.8E-5                   0                        5.376172999059595        0.8661823145337948
8.5                      1.8E-5                   0                        6.088836955556189        0.9821128556799046
9.5                      1.8E-5                   0                        6.80119189752687         1.0981929207797485
10.5                     1.8E-5                   0                        7.51352404652609         1.214408839841198
11.5                     1.8E-5                   0                        8.225482725133233        1.3307438857309535
12.5                     1.8E-5                   0                        8.936672799602999        1.4471813813339836
13.5                     1.8E-5                   0                        9.645795233359888        1.5638189882741855
14.5                     1.8E-5                   0                        10.354790784570383       1.68062228673152
15.5                     1.8E-5                   0                        11.064031632459823       1.7975531623279437
16.5                     1.8E-5                   0                        11.773194547851713       1.9145956924225551
17.5                     1.8E-5                   0                        12.481504231061976       2.0317565564008717
18.5                     1.8E-5                   0                        13.188987029318831       2.1490460680140444
