% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f33.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 16:13
% Table:              Table 6 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
96                       5.0E-7                   -5.0E-4                  0.36971378602325444      0.009326971978634191
111                      5.0E-7                   -5.0E-4                  0.4273818941577332       0.01078432303028265
126                      5.0E-7                   -5.0E-4                  0.48502328305830744      0.012241677232275094
141                      5.0E-7                   -5.0E-4                  0.5426380233622119       0.013699034585485492
156                      5.0E-7                   -5.0E-4                  0.6002261871457399       0.015156395092144948
171                      5.0E-7                   -5.0E-4                  0.657787846981595        0.016613758754761676
186                      5.0E-7                   -5.0E-4                  0.7153230754926554       0.018071125576444302
201                      5.0E-7                   -5.0E-4                  0.7728319452592487       0.019528495560415138
216                      5.0E-7                   -5.0E-4                  0.8303145287392013       0.0209858687108202
231                      5.0E-7                   -5.0E-4                  0.8877708982763899       0.022443245030967063
