% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f33.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 16:14
% Table:              Table 6 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
96                       1.0E-6                   0                        0.6417288850647047       0.009645722909478849
111                      1.0E-6                   0                        0.7418046552289432       0.011153013831243896
126                      1.0E-6                   0                        0.8418284897357005       0.012660344367510845
141                      1.0E-6                   0                        0.9418005843613564       0.014167714538348974
156                      1.0E-6                   0                        1.0418139556453667       0.015675128796072357
171                      1.0E-6                   0                        1.141885860768486        0.017182588885713557
186                      1.0E-6                   0                        1.2419620906792055       0.018690088354787804
201                      1.0E-6                   0                        1.342036364034005        0.020197624354629795
216                      1.0E-6                   0                        1.4421060747262935       0.021705194854973797
231                      1.0E-6                   0                        1.5421698483584763       0.023212798250433764
