% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f33.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 16:15
% Table:              Table 6 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
96                       1.5E-6                   5.0E-4                   0.8841180783790534       0.010363167873897794
111                      1.5E-6                   5.0E-4                   1.0220059396400387       0.011982976706853776
126                      1.5E-6                   5.0E-4                   1.1599751925209034       0.01360294720318933
141                      1.5E-6                   5.0E-4                   1.2979504905897663       0.015223053385874152
156                      1.5E-6                   5.0E-4                   1.4359212700593176       0.016843281790958287
171                      1.5E-6                   5.0E-4                   1.5738835813080456       0.01846362314610772
186                      1.5E-6                   5.0E-4                   1.7118361801747035       0.020084069984132924
201                      1.5E-6                   5.0E-4                   1.8497779798865608       0.021704616497967066
216                      1.5E-6                   5.0E-4                   1.9877082422646417       0.02332525720908407
231                      1.5E-6                   5.0E-4                   2.125626481259303        0.024945987671841863
