% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f33.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 16:15
% Table:              Table 6 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
96                       1.5E-6                   0                        0.8841162932256701       0.011945113526671491
111                      1.5E-6                   0                        1.0220038729478311       0.013812425097281533
126                      1.5E-6                   0                        1.1599728447055462       0.01567999107059137
141                      1.5E-6                   0                        1.2979478617141247       0.01754777109442074
156                      1.5E-6                   0                        1.435918360066541        0.019415744010938596
171                      1.5E-6                   0                        1.5738803900938052       0.02128389513097062
186                      1.5E-6                   0                        1.7118327075933841       0.02315221256789357
201                      1.5E-6                   0                        1.8497742258971144       0.02502068704309579
216                      1.5E-6                   0                        1.987704206744759        0.02688930978520787
231                      1.5E-6                   0                        2.125622164054967        0.02875807366089589
