% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f33.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 16:13
% Table:              Table 6 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
96                       5.0E-7                   0                        0.36971395764819803      0.00880479980967408
111                      5.0E-7                   0                        0.42738209255874793      0.010180557130915702
126                      5.0E-7                   0                        0.4850235082216301       0.011556316433420477
141                      5.0E-7                   0                        0.5426382752785059       0.012932077717987767
156                      5.0E-7                   0                        0.6002264658058145       0.014307840986511167
171                      5.0E-7                   0                        0.6577881523732394       0.015683606241108095
186                      5.0E-7                   0                        0.7153234076031012       0.017059373484400453
201                      5.0E-7                   0                        0.772832304082236        0.018435142718935538
216                      5.0E-7                   0                        0.8303149142574995       0.019810913947814868
231                      5.0E-7                   0                        0.8877713104845171       0.021186687173777585
