% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f33.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 16:15
% Table:              Table 6 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
96                       1.5E-6                   -5.0E-4                  0.884112257891541        0.014308400187449166
111                      1.5E-6                   -5.0E-4                  1.0219992010114751       0.016545488500987915
126                      1.5E-6                   -5.0E-4                  1.1599675370721734       0.018782978422994034
141                      1.5E-6                   -5.0E-4                  1.2979419185224863       0.02102080633380865
156                      1.5E-6                   -5.0E-4                  1.4359117811369906       0.023258938589158618
171                      1.5E-6                   -5.0E-4                  1.5738731751877246       0.025497351696674997
186                      1.5E-6                   -5.0E-4                  1.7118248563924148       0.02773602657688201
201                      1.5E-6                   -5.0E-4                  1.8497657382807304       0.029974948301571658
216                      1.5E-6                   -5.0E-4                  1.9876950824199113       0.032214102731337846
231                      1.5E-6                   -5.0E-4                  2.125612402654699        0.03445347837093493
