% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f33.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 16:14
% Table:              Table 6 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
96                       1.0E-6                   -5.0E-4                  0.6417280561728589       0.010753110344293049
111                      1.0E-6                   -5.0E-4                  0.7418036968671871       0.012433530880432642
126                      1.0E-6                   -5.0E-4                  0.8418274019154843       0.014114018113723148
141                      1.0E-6                   -5.0E-4                  0.9417993670909084       0.015794572074845803
156                      1.0E-6                   -5.0E-4                  1.0418126067219795       0.017475199821817
171                      1.0E-6                   -5.0E-4                  1.1418843814168227       0.01915590432256309
186                      1.0E-6                   -5.0E-4                  1.2419604809755853       0.020836675430132345
201                      1.0E-6                   -5.0E-4                  1.342034623985569        0.022517508552990506
216                      1.0E-6                   -5.0E-4                  1.4421042043256271       0.024198400350197602
231                      1.0E-6                   -5.0E-4                  1.5421678476039773       0.025879348136420788
