% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f33.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 16:14
% Table:              Table 6 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
96                       1.0E-6                   5.0E-4                   0.6417292732101174       0.008877158525180562
111                      1.0E-6                   5.0E-4                   0.7418051039886997       0.010264303465962854
126                      1.0E-6                   5.0E-4                   0.8418289991042265       0.011651472418531483
141                      1.0E-6                   5.0E-4                   0.9418011543308289       0.013038665396688742
156                      1.0E-6                   5.0E-4                   1.0418145872064208       0.014425885361909252
171                      1.0E-6                   5.0E-4                   1.141886553365719        0.015813133375459643
186                      1.0E-6                   5.0E-4                   1.2419628442774275       0.017200405104830452
201                      1.0E-6                   5.0E-4                   1.3420371786189236       0.018587698692432042
216                      1.0E-6                   5.0E-4                   1.4421069503020547       0.0199750128485654
231                      1.0E-6                   5.0E-4                   1.5421707849309811       0.021362346574608893
