% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f33.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 16:14
% Table:              Table 6 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
96                       5.0E-7                   5.0E-4                   0.36971405833205395      0.008373068197762734
111                      5.0E-7                   5.0E-4                   0.42738220894967327      0.009681365146423815
126                      5.0E-7                   5.0E-4                   0.4850236403163457       0.010989663453152332
141                      5.0E-7                   5.0E-4                   0.5426384230684249       0.012297963118712119
156                      5.0E-7                   5.0E-4                   0.6002266292833802       0.013606264144840452
171                      5.0E-7                   5.0E-4                   0.6577883315344373       0.014914566533292373
186                      5.0E-7                   5.0E-4                   0.7153236024415932       0.016222870286288327
201                      5.0E-7                   5.0E-4                   0.772832514586657        0.017531175405991917
216                      5.0E-7                   5.0E-4                   0.830315140429434        0.01883948189492557
231                      5.0E-7                   5.0E-4                   0.8877715523145753       0.020147789755498025
