% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f29.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 22 2024, 08:52
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
50                       2.2E-5                   5.0E-4                   3.0476447880313238       0.658353042751358
55                       2.2E-5                   5.0E-4                   3.3519377124895833       0.7242629665326241
60                       2.2E-5                   5.0E-4                   3.6560864491454126       0.7901751058044937
65                       2.2E-5                   5.0E-4                   3.959900047375296        0.856095017707112
70                       2.2E-5                   5.0E-4                   4.263399021954875        0.9220297791548191
75                       2.2E-5                   5.0E-4                   4.566623591497827        0.9879900194665936
80                       2.2E-5                   5.0E-4                   4.869645541889401        1.0539842896461913
85                       2.2E-5                   5.0E-4                   5.172465702437382        1.1200184836518439
90                       2.2E-5                   5.0E-4                   5.475085796666438        1.186092656308766
95                       2.2E-5                   5.0E-4                   5.777514681653464        1.2522067792322247
100                      2.2E-5                   5.0E-4                   6.079754541312575        1.318360911213361
105                      2.2E-5                   5.0E-4                   6.3819804188732405       1.3845544708509188
110                      2.2E-5                   5.0E-4                   6.684220711573857        1.4507818437589854
115                      2.2E-5                   5.0E-4                   6.986457302725828        1.5170394463621903
120                      2.2E-5                   5.0E-4                   7.288679350695254        1.5833256114823193
125                      2.2E-5                   5.0E-4                   7.590878466252363        1.6496382371380172
130                      2.2E-5                   5.0E-4                   7.89304740374067         1.7159765879370745
135                      2.2E-5                   5.0E-4                   8.194963207117578        1.7823395916716187
140                      2.2E-5                   5.0E-4                   8.496541324667394        1.8487332893321877
145                      2.2E-5                   5.0E-4                   8.798681368940546        1.9151148914389857
150                      2.2E-5                   5.0E-4                   9.099778212394668        1.9815767184505049
155                      2.2E-5                   5.0E-4                   9.400597885285194        2.0480780510892274
160                      2.2E-5                   5.0E-4                   9.70124184129909         2.114620687467962
165                      2.2E-5                   5.0E-4                   10.001974483662234       2.181200317011303
170                      2.2E-5                   5.0E-4                   10.30276504920782        2.2478112175261806
175                      2.2E-5                   5.0E-4                   10.603599775648792       2.314449141678587
180                      2.2E-5                   5.0E-4                   10.904466691534154       2.3811132967511455
185                      2.2E-5                   5.0E-4                   11.20535747327078        2.4478001432781973
190                      2.2E-5                   5.0E-4                   11.506236292690975       2.5145090842410767
195                      2.2E-5                   5.0E-4                   11.806933351569494       2.5812401279087034
200                      2.2E-5                   5.0E-4                   12.107463148199834       2.6479956207247035
205                      2.2E-5                   5.0E-4                   12.407831172690983       2.7147788805962207
210                      2.2E-5                   5.0E-4                   12.708048192014395       2.7815859479868372
215                      2.2E-5                   5.0E-4                   13.008112421086238       2.848421610520713
220                      2.2E-5                   5.0E-4                   13.308031406198133       2.9152835918553883
225                      2.2E-5                   5.0E-4                   13.607855967830012       2.9821735109738583
230                      2.2E-5                   5.0E-4                   13.907676648327204       3.0490900506400145
235                      2.2E-5                   5.0E-4                   14.207481899864632       3.116030167247942
240                      2.2E-5                   5.0E-4                   14.507258365130681       3.182993521530502
245                      2.2E-5                   5.0E-4                   14.80700645453733        3.2499780851520725
250                      2.2E-5                   5.0E-4                   15.106722862045935       3.316984287502187
