 ,Area,Mean,StdDev,Min,Max,Angle,Circ.,AR,Round,Solidity,Length
1,0.044,74.061,15.788,45,117,90,0.070,0.000,0.000,NaN,2.804
2,0.039,68.019,17.839,38,114,90,0.079,0.000,0.000,NaN,2.492
3,0.038,73.250,12.854,48,121,90,0.082,0.000,0.000,NaN,2.414
4,0.039,68.894,14.154,39,128,90,0.080,0.000,0.000,NaN,2.477
5,0.041,69.934,10.608,41,107,90,0.076,0.000,0.000,NaN,2.586
6,0.052,62.192,12.799,38,99,90,0.060,0.000,0.000,NaN,3.302
7,0.056,61.552,16.727,38,118,90,0.055,0.000,0.000,NaN,3.567
8,0.063,49.331,8.933,36,85,90,0.049,0.000,0.000,NaN,4.034
