% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f37.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 22 2024, 14:01
% Table:              Table 6 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
40                       9.0E-6                   5.0E-4                   1.0398215529495936       0.08050313687310151
50                       9.0E-6                   5.0E-4                   1.299406566683082        0.10068023170919105
60                       9.0E-6                   5.0E-4                   1.5589821571312328       0.12086995558163238
70                       9.0E-6                   5.0E-4                   1.8185316040783661       0.1410698213881254
80                       9.0E-6                   5.0E-4                   2.0780481800949424       0.16127826288222735
90                       9.0E-6                   5.0E-4                   2.337518930741748        0.18149420837468
100                      9.0E-6                   5.0E-4                   2.5969249669572463       0.2017170212131454
110                      9.0E-6                   5.0E-4                   2.856269711513985        0.22194639442862396
120                      9.0E-6                   5.0E-4                   3.1155417716869067       0.24218210753134883
130                      9.0E-6                   5.0E-4                   3.3747373571278523       0.26242411315526937
140                      9.0E-6                   5.0E-4                   3.633803295177973        0.2826721266286967
150                      9.0E-6                   5.0E-4                   3.8925702262660202       0.30292673601863385
160                      9.0E-6                   5.0E-4                   4.1510895242096915       0.3231901509815174
170                      9.0E-6                   5.0E-4                   4.409376820100491        0.34346337966049134
180                      9.0E-6                   5.0E-4                   4.667511898867154        0.36374719238683895
190                      9.0E-6                   5.0E-4                   4.9254960691517695       0.3840413702746588
200                      9.0E-6                   5.0E-4                   5.183325684225871        0.40434602146055454
210                      9.0E-6                   5.0E-4                   5.441003067655725        0.42466098514872996
220                      9.0E-6                   5.0E-4                   5.698534647382587        0.4449863223987869
230                      9.0E-6                   5.0E-4                   5.955920960914334        0.4653219769558916
240                      9.0E-6                   5.0E-4                   6.213242314275995        0.4856682807188939
250                      9.0E-6                   5.0E-4                   6.470636419082496        0.5060250118613503
260                      9.0E-6                   5.0E-4                   6.728037406469962        0.5263904621362947
270                      9.0E-6                   5.0E-4                   6.9854366071038          0.5467638873328156
280                      9.0E-6                   5.0E-4                   7.242824000412824        0.5671449053905917
290                      9.0E-6                   5.0E-4                   7.500195944501446        0.5875328395269896
300                      9.0E-6                   5.0E-4                   7.757546896832771        0.6079275721547113
310                      9.0E-6                   5.0E-4                   8.014805137040824        0.6283287027768338
320                      9.0E-6                   5.0E-4                   8.271690542302228        0.6487353833737934
330                      9.0E-6                   5.0E-4                   8.528328730508445        0.6691495916360886
340                      9.0E-6                   5.0E-4                   8.784560941979997        0.6895716300737575
350                      9.0E-6                   5.0E-4                   9.040544411298733        0.7100018593173445
360                      9.0E-6                   5.0E-4                   9.296399224513802        0.7304426641576605
370                      9.0E-6                   5.0E-4                   9.552064991218952        0.7508936238770012
380                      9.0E-6                   5.0E-4                   9.80798275377073         0.7713559383880693
