% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f37.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 22 2024, 14:00
% Table:              Table 6 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
40                       9.0E-6                   -5.0E-4                  1.0380991148163403       0.1193990565470493
50                       9.0E-6                   -5.0E-4                  1.2972516511143617       0.14931823321346016
60                       9.0E-6                   -5.0E-4                  1.5563946745022506       0.1792534497776579
70                       9.0E-6                   -5.0E-4                  1.8155114206923102       0.20920102466898882
80                       9.0E-6                   -5.0E-4                  2.074595227812612        0.2391586687426681
90                       9.0E-6                   -5.0E-4                  2.3336335803047845       0.2691247426079535
100                      9.0E-6                   -5.0E-4                  2.592607260039596        0.29909841801675086
110                      9.0E-6                   -5.0E-4                  2.8515196969500636       0.32907930098822646
120                      9.0E-6                   -5.0E-4                  3.1103598436347006       0.359067002304549
130                      9.0E-6                   -5.0E-4                  3.369123632693487        0.3890615453190982
140                      9.0E-6                   -5.0E-4                  3.627762042602015        0.41906252606043637
150                      9.0E-6                   -5.0E-4                  3.886102103776782        0.4490707921641146
160                      9.0E-6                   -5.0E-4                  4.144194573520984        0.4790895711441472
170                      9.0E-6                   -5.0E-4                  4.402054977599072        0.5091204850918025
180                      9.0E-6                   -5.0E-4                  4.659760963136971        0.539164641081797
190                      9.0E-6                   -5.0E-4                  4.917316671394076        0.5692219791884412
200                      9.0E-6                   -5.0E-4                  5.174718538839073        0.5992922359379271
210                      9.0E-6                   -5.0E-4                  5.431967876606784        0.629375591166756
220                      9.0E-6                   -5.0E-4                  5.689071271689286        0.6594720672127252
230                      9.0E-6                   -5.0E-4                  5.94603016776065         0.6895813537457194
240                      9.0E-6                   -5.0E-4                  6.202915219916136        0.719704423388464
250                      9.0E-6                   -5.0E-4                  6.459874902012505        0.7498407477350035
260                      9.0E-6                   -5.0E-4                  6.716842139713609        0.7799874436857017
270                      9.0E-6                   -5.0E-4                  6.973807469550181        0.8101438259723359
280                      9.0E-6                   -5.0E-4                  7.230762063172744        0.8403085717443943
290                      9.0E-6                   -5.0E-4                  7.487700309518154        0.870481616725403
300                      9.0E-6                   -5.0E-4                  7.744617230203097        0.900662806508727
310                      9.0E-6                   -5.0E-4                  8.001456427427293        0.9308527085626501
320                      9.0E-6                   -5.0E-4                  8.257921158496782        0.9610508203598229
330                      9.0E-6                   -5.0E-4                  8.514136008331498        0.9912606701889608
340                      9.0E-6                   -5.0E-4                  8.77000345027707         1.0214824525328687
350                      9.0E-6                   -5.0E-4                  9.025512578450758        1.0517163881774785
360                      9.0E-6                   -5.0E-4                  9.280945123767108        1.0819675800505273
370                      9.0E-6                   -5.0E-4                  9.536174397622812        1.1122359188197173
380                      9.0E-6                   -5.0E-4                  9.791646831730155        1.142523813355755
