% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f29-1.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 29 2024, 14:17
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
45                       1.8999999999999998E-5    5.0E-4                   2.5098032886769666       0.3672410916762061
55                       1.8999999999999998E-5    5.0E-4                   3.0667883404369647       0.44903161978508876
65                       1.8999999999999998E-5    5.0E-4                   3.6234212571247397       0.5308533791839238
75                       1.8999999999999998E-5    5.0E-4                   4.179111776669796        0.6127170994482434
85                       1.8999999999999998E-5    5.0E-4                   4.733875597514611        0.6946462683204686
95                       1.8999999999999998E-5    5.0E-4                   5.28796909330681         0.7766453002523974
105                      1.8999999999999998E-5    5.0E-4                   5.841417623169747        0.8587140081223872
115                      1.8999999999999998E-5    5.0E-4                   6.394438381512508        0.9408522721380059
125                      1.8999999999999998E-5    5.0E-4                   6.947501270302627        1.0230604467608515
135                      1.8999999999999998E-5    5.0E-4                   7.5005264170379          1.105338709730237
145                      1.8999999999999998E-5    5.0E-4                   8.053387546949669        1.1876843992166926
155                      1.8999999999999998E-5    5.0E-4                   8.605267793441424        1.2701003854524693
165                      1.8999999999999998E-5    5.0E-4                   9.157181213661577        1.3525740432833047
175                      1.8999999999999998E-5    5.0E-4                   9.707473284719619        1.4351724608443845
185                      1.8999999999999998E-5    5.0E-4                   10.25787977823532        1.5178633354172142
195                      1.8999999999999998E-5    5.0E-4                   10.808447484121043       1.6006283461176558
205                      1.8999999999999998E-5    5.0E-4                   11.359109586971286       1.6834585197153302
215                      1.8999999999999998E-5    5.0E-4                   11.909442561451915       1.76634906629101
225                      1.8999999999999998E-5    5.0E-4                   12.459212737129278       1.8493080107721696
235                      1.8999999999999998E-5    5.0E-4                   13.008474884277526       1.932338893576219
245                      1.8999999999999998E-5    5.0E-4                   13.557283302077792       2.0154442802243864
255                      1.8999999999999998E-5    5.0E-4                   14.106004041120059       2.0986211448671135
265                      1.8999999999999998E-5    5.0E-4                   14.654649482132207       2.1818653314413794
