% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_2400keV_Apiezon_f37_FINAL.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 22 2024, 13:55
% Table:              Table 6 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
0                        7.0E-6                   0                        8.881784197001252E-14    -6.394884621840902E-13
5                        7.0E-6                   0                        1.4763038855900668       0.10446442716483517
10                       7.0E-6                   0                        2.9505034037772333       0.20931378762912445
15                       7.0E-6                   0                        4.421303345627933        0.31437455557710337
20                       7.0E-6                   0                        5.88646625043015         0.4197273864045421
25                       7.0E-6                   0                        7.349447937366879        0.5253793006586776
30                       7.0E-6                   0                        8.8099871008488          0.6312535497640717
35                       7.0E-6                   0                        10.265094470966002       0.7373949955248307
40                       7.0E-6                   0                        11.724032812187655       0.8437778448177546
45                       7.0E-6                   0                        13.177610129345638       0.9503619141877735
50                       7.0E-6                   0                        14.629148036926729       1.0571904576182867
55                       7.0E-6                   0                        16.080005031352087       1.164251936847041
60                       7.0E-6                   0                        17.528068803859192       1.2715387840138845
65                       7.0E-6                   0                        18.973445407261423       1.3790700351176604
70                       7.0E-6                   0                        20.418544237398287       1.486833335949509
75                       7.0E-6                   0                        21.863333602167415       1.5947944745159433
80                       7.0E-6                   0                        23.307719179671665       1.7029480080560973
85                       7.0E-6                   0                        24.751642690622013       1.8112725054835828
90                       7.0E-6                   0                        26.194350818729717       1.9197640662506856
