% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f29-1.mph
% Version:            COMSOL 6.2.0.290
% Date:               Aug 8 2024, 11:28
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
45                       1.4999999999999999E-5    0                        2.1579274132718993       0.2934380460166537
55                       1.4999999999999999E-5    0                        2.636924977911992        0.3587996193997718
65                       1.4999999999999999E-5    0                        3.115720204545326        0.42418643226415753
75                       1.4999999999999999E-5    0                        3.5942574056749024       0.48959704223300093
85                       1.4999999999999999E-5    0                        4.072083173437338        0.5550370597496439
95                       1.4999999999999999E-5    0                        4.549185029277133        0.620522736192779
105                      1.4999999999999999E-5    0                        5.025783265025819        0.6860592084559229
115                      1.4999999999999999E-5    0                        5.50190486830795         0.751645942042714
125                      1.4999999999999999E-5    0                        5.977570373831888        0.8172834579169219
135                      1.4999999999999999E-5    0                        6.453057251173917        0.8829705473594665
145                      1.4999999999999999E-5    0                        6.928600809149945        0.9486997372493491
155                      1.4999999999999999E-5    0                        7.404122550213927        1.0144716477290245
165                      1.4999999999999999E-5    0                        7.879585256195128        1.0802874302567176
175                      1.4999999999999999E-5    0                        8.354463649916767        1.1461493485497911
185                      1.4999999999999999E-5    0                        8.828384361739573        1.2120667577029565
195                      1.4999999999999999E-5    0                        9.303088137882835        1.2780271210785479
205                      1.4999999999999999E-5    0                        9.77621628544102         1.344077180684728
215                      1.4999999999999999E-5    0                        10.24954251636732        1.4101903611732816
225                      1.4999999999999999E-5    0                        10.722994812764039       1.4763559544992937
235                      1.4999999999999999E-5    0                        11.196526553993529       1.5425667749628502
245                      1.4999999999999999E-5    0                        11.669961682197862       1.608820393752179
255                      1.4999999999999999E-5    0                        12.14295327012011        1.6751181026143875
265                      1.4999999999999999E-5    0                        12.615559722855423       1.741465747832006
