% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_150keV_Apiezon_f37.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 22 2024, 13:59
% Table:              Table 6 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
40                       4.9999999999999996E-6    5.0E-4                   0.7140187586135625       0.025601793910961845
50                       4.9999999999999996E-6    5.0E-4                   0.8922099207857279       0.032014362630619075
60                       4.9999999999999996E-6    5.0E-4                   1.070338249937972        0.038431804856333684
70                       4.9999999999999996E-6    5.0E-4                   1.2484978378473244       0.044853306492537826
80                       4.9999999999999996E-6    5.0E-4                   1.4266553797157435       0.051277960868251427
90                       4.9999999999999996E-6    5.0E-4                   1.6048023624611005       0.05770532976278986
100                      4.9999999999999996E-6    5.0E-4                   1.7829359492238588       0.06413511692189999
110                      4.9999999999999996E-6    5.0E-4                   1.961053777510017        0.07056710920240761
120                      4.9999999999999996E-6    5.0E-4                   2.139154192912841        0.07700114130739522
130                      4.9999999999999996E-6    5.0E-4                   2.3172273802366625       0.08343704912854122
140                      4.9999999999999996E-6    5.0E-4                   2.4952661748050637       0.08987475056982319
150                      4.9999999999999996E-6    5.0E-4                   2.6732751996533537       0.09631420850762851
160                      4.9999999999999996E-6    5.0E-4                   2.8512548194383847       0.10275537585742711
170                      4.9999999999999996E-6    5.0E-4                   3.029199300976014        0.10919823433743758
180                      4.9999999999999996E-6    5.0E-4                   3.207107404646795        0.11564276062863854
190                      4.9999999999999996E-6    5.0E-4                   3.3849799058497396       0.12208898742262164
200                      4.9999999999999996E-6    5.0E-4                   3.5628030108793105       0.12853680453173055
210                      4.9999999999999996E-6    5.0E-4                   3.7404312761990433       0.134986040510384
220                      4.9999999999999996E-6    5.0E-4                   3.9179298163104512       0.14143711229862177
230                      4.9999999999999996E-6    5.0E-4                   4.095310805318814        0.14789032581026262
240                      4.9999999999999996E-6    5.0E-4                   4.272579892642689        0.15434581999944186
250                      4.9999999999999996E-6    5.0E-4                   4.4497478955749905       0.16080370775636155
260                      4.9999999999999996E-6    5.0E-4                   4.6268702134029525       0.16726416416793555
270                      4.9999999999999996E-6    5.0E-4                   4.8039214469577125       0.17372715165127062
280                      4.9999999999999996E-6    5.0E-4                   4.980902709993245        0.18019257706677294
290                      4.9999999999999996E-6    5.0E-4                   5.157811914031896        0.1866605038538971
300                      4.9999999999999996E-6    5.0E-4                   5.334649548985492        0.19313089400904104
310                      4.9999999999999996E-6    5.0E-4                   5.511418073193024        0.19960375118245466
320                      4.9999999999999996E-6    5.0E-4                   5.688118939879452        0.20607908111450968
330                      4.9999999999999996E-6    5.0E-4                   5.864751998308982        0.21255688278119678
340                      4.9999999999999996E-6    5.0E-4                   6.0413172517374605       0.21903718312940867
350                      4.9999999999999996E-6    5.0E-4                   6.217920746826557        0.22552013424230566
360                      4.9999999999999996E-6    5.0E-4                   6.394591092654032        0.2320057335593475
370                      4.9999999999999996E-6    5.0E-4                   6.571272294009212        0.2384935861284596
380                      4.9999999999999996E-6    5.0E-4                   6.747956898429393        0.2449836220789834
