% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_1200keV_Apiezon_f29.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 22 2024, 08:58
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
25                       2.6E-5                   -5.0E-4                  11.382931911167542       3.5601806784577192
25.5                     2.6E-5                   -5.0E-4                  11.609049726895861       3.631848199841855
26                       2.6E-5                   -5.0E-4                  11.835064809899322       3.7035195645619616
26.5                     2.6E-5                   -5.0E-4                  12.060988790904347       3.7751931251424367
27                       2.6E-5                   -5.0E-4                  12.286820209785319       3.8468693319765563
27.5                     2.6E-5                   -5.0E-4                  12.512564692181648       3.9185459237751274
28                       2.6E-5                   -5.0E-4                  12.73822348355192        3.99022552791709
28.5                     2.6E-5                   -5.0E-4                  12.963794585038968       4.061907598908832
29                       2.6E-5                   -5.0E-4                  13.189284577765001       4.133593036552483
29.5                     2.6E-5                   -5.0E-4                  13.414694439968535       4.205282152865131
30                       2.6E-5                   -5.0E-4                  13.640077630875282       4.276976548517833
30.5                     2.6E-5                   -5.0E-4                  13.86545390284202        4.34867554026356
31                       2.6E-5                   -5.0E-4                  14.090823294675296       4.420376504149015
