% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_1200keV_Apiezon_f29.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 22 2024, 08:56
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
25                       2.2E-5                   5.0E-4                   10.328214958896833       2.25368165509569
25.5                     2.2E-5                   5.0E-4                   10.533291130646422       2.299112489179066
26                       2.2E-5                   5.0E-4                   10.738382852436189       2.3445545927606126
26.5                     2.2E-5                   5.0E-4                   10.943488972275588       2.390008164198001
27                       2.2E-5                   5.0E-4                   11.14860611029096        2.4354725734318734
27.5                     2.2E-5                   5.0E-4                   11.35373107876439        2.4809473327173706
28                       2.2E-5                   5.0E-4                   11.558809854557872       2.52643172926809
28.5                     2.2E-5                   5.0E-4                   11.763795133222917       2.5719266483254586
29                       2.2E-5                   5.0E-4                   11.968700117529941       2.6174343839858594
29.5                     2.2E-5                   5.0E-4                   12.17353156032749        2.6629526752221118
30                       2.2E-5                   5.0E-4                   12.378291285716877       2.708483543685265
30.5                     2.2E-5                   5.0E-4                   12.58297759321978        2.754026803042695
31                       2.2E-5                   5.0E-4                   12.78759359171557        2.799581962507041
