% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_1200keV_Apiezon_f29.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 22 2024, 08:55
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
25                       1.8E-5                   -5.0E-4                  9.084966628466027        2.2577845967509447
25.5                     1.8E-5                   -5.0E-4                  9.265223608860346        2.3032283954662773
26                       1.8E-5                   -5.0E-4                  9.445383277051608        2.348687864526884
26.5                     1.8E-5                   -5.0E-4                  9.625484272492766        2.394162415712703
27                       1.8E-5                   -5.0E-4                  9.805638183627792        2.4396527185530275
27.5                     1.8E-5                   -5.0E-4                  9.985817935943782        2.4851562427178244
28                       1.8E-5                   -5.0E-4                  10.166020064114178       2.5306713838861405
28.5                     1.8E-5                   -5.0E-4                  10.346241450125866       2.5761972894317147
29                       1.8E-5                   -5.0E-4                  10.52647756506051        2.621733202551365
29.5                     1.8E-5                   -5.0E-4                  10.706725002381667       2.6672791990123557
30                       1.8E-5                   -5.0E-4                  10.88698347973505        2.7128343282596177
30.5                     1.8E-5                   -5.0E-4                  11.067251754422813       2.7583985783138587
31                       1.8E-5                   -5.0E-4                  11.247526936096946       2.803970491963536
