% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_1200keV_Apiezon_f29.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 22 2024, 08:56
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
25                       2.2E-5                   0                        10.30846933891543        2.560883649701072
25.5                     2.2E-5                   0                        10.51314677873647        2.6124865174975866
26                       2.2E-5                   0                        10.717838157861753       2.664102104958758
26.5                     2.2E-5                   0                        10.922543482902075       2.7157296350913853
27                       2.2E-5                   0                        11.127261477734365       2.7673673614398453
27.5                     2.2E-5                   0                        11.331984856379044       2.8190166934289493
28                       2.2E-5                   0                        11.536675622215846       2.8706758265329206
28.5                     2.2E-5                   0                        11.741270868113123       2.922344953714397
29                       2.2E-5                   0                        11.94578927622561        2.9740257256865696
29.5                     2.2E-5                   0                        12.150228982859666       3.0257185511391533
30                       2.2E-5                   0                        12.35459786353966        3.0774248242861333
30.5                     2.2E-5                   0                        12.558896288453418       3.129142940010052
31                       2.2E-5                   0                        12.763121065382109       3.180875417980296
