% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_1200keV_Apiezon_f29.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 22 2024, 08:59
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
25                       2.6E-5                   5.0E-4                   11.43668244764627        2.814224441084278
25.5                     2.6E-5                   5.0E-4                   11.663846162831106       2.870956793323373
26                       2.6E-5                   5.0E-4                   11.890911775607936       2.9277032830549814
26.5                     2.6E-5                   5.0E-4                   12.117881234504665       2.9844640836687084
27                       2.6E-5                   5.0E-4                   12.344759425173116       3.041241920913418
27.5                     2.6E-5                   5.0E-4                   12.571549050628676       3.0980346838812878
28                       2.6E-5                   5.0E-4                   12.79825132755159        3.154842189122814
28.5                     2.6E-5                   5.0E-4                   13.024865544159631       3.211667265571368
29                       2.6E-5                   5.0E-4                   13.251399940710094       3.2685078834413055
29.5                     2.6E-5                   5.0E-4                   13.477855488178378       3.3253653288680773
30                       2.6E-5                   5.0E-4                   13.704302317903142       3.3822392725540915
30.5                     2.6E-5                   5.0E-4                   13.930744637905072       3.439124156776824
31                       2.6E-5                   5.0E-4                   14.157174348750281       3.4960188608849805
