% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_1200keV_Apiezon_f29.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 22 2024, 08:56
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
25                       1.8E-5                   0                        9.105364882239872        1.9605755311162163
25.5                     1.8E-5                   0                        9.286021829800887        2.0000500118813065
26                       1.8E-5                   0                        9.466581641566567        2.0395390618563454
26.5                     1.8E-5                   0                        9.64709781731376         2.079042998489445
27                       1.8E-5                   0                        9.827666850058645        2.118561208539738
27.5                     1.8E-5                   0                        10.00826011911634        2.1580916646330017
28                       1.8E-5                   0                        10.188878166400762       2.1976324762283674
28.5                     1.8E-5                   0                        10.369512196606962       2.2371843484455276
29                       1.8E-5                   0                        10.5501608266793         2.2767458792112407
29.5                     1.8E-5                   0                        10.730822877433006       2.316316696426071
30                       1.8E-5                   0                        10.911496311764104       2.3558952833605
30.5                     1.8E-5                   0                        11.092178139307524       2.3954828056585526
31                       1.8E-5                   0                        11.27286850212787        2.435078497664392
