% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_1200keV_Apiezon_f29.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 22 2024, 08:59
% Table:              Table 3 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
25                       2.6E-5                   0                        11.41294372031232        3.165346667178458
25.5                     2.6E-5                   0                        11.639641883901511       3.2291237931548586
26                       2.6E-5                   0                        11.866238692254143       3.2929163258908467
26.5                     2.6E-5                   0                        12.09273924923746        3.356724481170126
27                       2.6E-5                   0                        12.31915377099942        3.4205438998564226
27.5                     2.6E-5                   0                        12.545477622314877       3.4843756257667344
28                       2.6E-5                   0                        12.77171630036947        3.548217583961616
28.5                     2.6E-5                   0                        12.997869239040853       3.612069616838049
29                       2.6E-5                   0                        13.223941333878777       3.6759317354081276
29.5                     2.6E-5                   0                        13.449932281815357       3.7398019329238927
30                       2.6E-5                   0                        13.675913429340682       3.803677435958658
30.5                     2.6E-5                   0                        13.901885213459899       3.86755777726167
31                       2.6E-5                   0                        14.127847794329114       3.9314404956809383
