# Tc = 0.00 K, f29-Anneal3daysAt310K
#datetime                        t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
15457.73	15457.73	2.36E-03	1.43E-06	80.49	79.1396
15458.8	15458.8	2.07E-03	1.45E-06	80.4901	79.142
15459.89	15459.89	2.10E-03	1.40E-06	80.5026	79.1003
15460.96	15460.96	2.01E-03	1.47E-06	80.4026	79.0828
15462.04	15462.04	2.48E-03	1.46E-06	80.4152	79.0389
15463.13	15463.13	2.32E-03	1.47E-06	80.4636	79.0471
15464.21	15464.21	2.07E-03	1.49E-06	80.3654	79.0097
15465.3	15465.3	1.86E-03	1.47E-06	80.3846	79.0522
15466.39	15466.39	1.69E-03	1.39E-06	80.4184	79.0316
15467.46	15467.46	1.82E-03	1.43E-06	80.3974	79.0487
15468.54	15468.54	1.92E-03	1.44E-06	80.4602	79.0407
15469.63	15469.63	1.80E-03	1.44E-06	80.3789	79.0415
15470.73	15470.73	1.89E-03	1.43E-06	80.3526	79.0085
15471.82	15471.82	2.25E-03	1.39E-06	80.3209	78.9626
15472.91	15472.91	1.87E-03	1.45E-06	80.3484	78.9817
15473.99	15473.99	2.10E-03	1.31E-06	80.2432	78.926
15475.08	15475.08	2.05E-03	1.48E-06	80.2753	78.951
15476.17	15476.17	2.01E-03	1.34E-06	80.303	78.9045
15477.25	15477.25	1.96E-03	1.47E-06	80.3372	78.9252
15478.34	15478.34	2.04E-03	1.47E-06	80.2603	78.9125
15479.42	15479.42	1.78E-03	1.47E-06	80.2612	78.949
15480.5	15480.5	2.00E-03	1.48E-06	80.289	78.91
15481.59	15481.59	1.82E-03	1.47E-06	80.2478	78.9387
15482.69	15482.69	1.73E-03	1.47E-06	80.2488	78.8911
15483.79	15483.79	1.65E-03	1.34E-06	80.2058	78.8109
15484.86	15484.86	1.77E-03	1.39E-06	80.2039	78.8249
15485.94	15485.94	1.61E-03	1.48E-06	80.113	78.7884
15487.02	15487.02	1.86E-03	1.30E-06	80.1654	78.8201
15488.11	15488.11	1.97E-03	1.44E-06	80.2103	78.7983
15489.21	15489.21	2.00E-03	1.35E-06	80.2525	78.8738
15490.28	15490.28	1.88E-03	1.48E-06	80.2113	78.8271
15491.37	15491.37	1.94E-03	1.48E-06	80.1732	78.8349
15492.45	15492.45	1.85E-03	1.46E-06	80.2076	78.7728
15493.54	15493.54	2.03E-03	1.48E-06	80.2019	78.7748
15494.68	15494.68	2.08E-03	1.39E-06	80.2462	78.7725
15495.76	15495.76	1.96E-03	1.39E-06	80.2119	78.77
15496.83	15496.83	1.97E-03	1.37E-06	80.12	78.7455
15497.91	15497.91	2.15E-03	1.47E-06	80.1575	78.6731
15498.98	15498.98	1.90E-03	1.38E-06	80.1269	78.7002
15500.07	15500.07	1.91E-03	1.31E-06	80.1445	78.6994
15501.16	15501.16	2.14E-03	1.49E-06	80.1189	78.7578
15502.24	15502.24	2.21E-03	1.48E-06	80.1445	78.7309
15503.32	15503.32	2.06E-03	1.47E-06	80.1064	78.7115
15504.41	15504.41	2.09E-03	1.44E-06	80.1068	78.6347
15505.47	15505.47	2.13E-03	1.42E-06	80.089	78.6279
15506.55	15506.55	2.17E-03	1.29E-06	80.0405	78.598
15507.64	15507.64	1.97E-03	1.36E-06	80.0105	78.6331
15508.73	15508.73	1.63E-03	1.42E-06	80.0781	78.6653
15509.8	15509.8	1.88E-03	1.35E-06	80.0031	78.6265
15510.89	15510.89	2.05E-03	1.47E-06	79.9597	78.6316
15511.96	15511.96	2.18E-03	1.41E-06	79.9283	78.6157
15513.05	15513.05	1.80E-03	1.47E-06	79.9287	78.5912
15514.13	15514.13	1.92E-03	1.44E-06	79.9747	78.5423
15515.21	15515.21	2.19E-03	1.47E-06	79.9235	78.5473
15516.29	15516.29	1.88E-03	1.46E-06	79.9326	78.5396
15517.36	15517.36	1.76E-03	1.44E-06	79.9377	78.5903
15518.44	15518.44	2.07E-03	1.33E-06	79.9392	78.5583
15519.51	15519.51	2.21E-03	1.44E-06	79.9267	78.5696
15520.59	15520.59	2.34E-03	1.44E-06	79.8759	78.491
15521.69	15521.69	2.15E-03	1.46E-06	79.8744	78.5098
15522.78	15522.78	1.91E-03	1.42E-06	79.9892	78.4889
15523.86	15523.86	1.85E-03	1.37E-06	79.9107	78.4551
15524.94	15524.94	2.06E-03	1.43E-06	79.9449	78.4999
15526.01	15526.01	1.89E-03	1.47E-06	79.9136	78.4822
15527.1	15527.1	1.75E-03	1.44E-06	79.9112	78.4817
15528.19	15528.19	1.80E-03	1.45E-06	79.8655	78.4082
15529.26	15529.26	1.83E-03	1.46E-06	79.9106	78.4311
15530.35	15530.35	1.92E-03	1.45E-06	79.8781	78.4003
15531.43	15531.43	1.96E-03	1.49E-06	79.7882	78.4486
15532.5	15532.5	1.77E-03	1.32E-06	79.8553	78.4299
15533.58	15533.58	2.02E-03	1.44E-06	79.8557	78.4508
15534.67	15534.67	1.70E-03	1.47E-06	79.7688	78.3867
15535.75	15535.75	1.67E-03	1.45E-06	79.8033	78.3896
15536.83	15536.83	1.91E-03	1.41E-06	79.7244	78.3815
15537.91	15537.91	1.66E-03	1.38E-06	79.7591	78.334
